ID,NEIGHBOURHOOD_NAME,LOCATION_TYPE,SPECIES_BOTANICAL,SPECIES_COMMON,GENUS,SPECIES,CULTIVAR,DIAMETER_BREAST_HEIGHT,CONDITION_PERCENT,PLANTED_DATE,OWNER,Bears Edible Fruit,Type of Edible Fruit,COUNT,LATITUDE,LONGITUDE,LOCATION,Point Location
256438,TERRA LOSA,Park,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,12,0,2007-06-01,Parks,Yes,Schubert Chokecherry,1,53.52987207,-113.6296412,"(53.52987207365256, -113.62964121058094)",POINT (-113.62964121058094 53.52987207365256)
403297,MILL WOODS PARK,Park,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,20,65,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.45812417,-113.4402353,"(53.45812417190364, -113.44023526752139)",POINT (-113.44023526752139 53.45812417190364)
361485,BULYEA HEIGHTS,Park,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,40,65,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.48056903,-113.5677395,"(53.48056902911904, -113.5677395351552)",POINT (-113.5677395351552 53.48056902911904)
345574,BELVEDERE,Park,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,27,0,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.59791636,-113.4355287,"(53.59791635659412, -113.43552865374497)",POINT (-113.43552865374497 53.59791635659412)
198196,OLESKIW,Buffer,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,16,65,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.50484587,-113.6083369,"(53.50484586691931, -113.60833690211832)",POINT (-113.60833690211832 53.50484586691931)
253641,TERRA LOSA,Park,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,14,0,2007-06-01,Parks,Yes,Schubert Chokecherry,1,53.52947132,-113.6266212,"(53.529471320742616, -113.62662119858918)",POINT (-113.62662119858918 53.529471320742616)
151834,SATOO,Park,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,15,65,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.44639425,-113.4590098,"(53.44639424928265, -113.45900982010517)",POINT (-113.45900982010517 53.44639424928265)
407900,HODGSON,Centre Median,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,15,0,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.45875391,-113.5640713,"(53.458753908116535, -113.56407126449292)",POINT (-113.56407126449292 53.458753908116535)
495519,RIVER VALLEY MAYFAIR,Park,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,15,65,2010-06-01,Parks,Yes,Schubert Chokecherry,1,53.52632762,-113.5474742,"(53.52632762265924, -113.54747421992757)",POINT (-113.54747421992757 53.52632762265924)
551325,ALLARD,Park,Prunus cerasus Evans,"Cherry, Sour",Prunus,cerasus,Evans,6,65,2017-06-01,Parks,Yes,Cherry,1,53.40176196,-113.5183596,"(53.40176196261489, -113.51835964557597)",POINT (-113.51835964557597 53.40176196261489)
192104,ROSSDALE,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,45,0,1989-12-31,Parks,Yes,Amur Chokecherry,1,53.53119596,-113.4905588,"(53.531195959913774, -113.49055881437079)",POINT (-113.49055881437079 53.531195959913774)
500899,PYLYPOW INDUSTRIAL,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,12,35,2014-06-01,Parks,Yes,Amur Chokecherry,1,53.48969956,-113.4173521,"(53.48969956343744, -113.41735209978378)",POINT (-113.41735209978378 53.48969956343744)
194061,WEDGEWOOD HEIGHTS,Park,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,30,65,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.47984808,-113.6445749,"(53.47984808439336, -113.64457493280979)",POINT (-113.64457493280979 53.47984808439336)
182155,MILL CREEK RAVINE NORTH,Park,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,22,65,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.53241153,-113.4852862,"(53.532411528834736, -113.48528624784355)",POINT (-113.48528624784355 53.532411528834736)
390744,SOUTHEAST INDUSTRIAL,Park,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,6,35,2010-05-31,Parks,Yes,Schubert Chokecherry,1,53.50532294,-113.3615668,"(53.505322936093584, -113.36156675148597)",POINT (-113.36156675148597 53.505322936093584)
609366,AMBLESIDE,Centre Median,Prunus maackii,"Cherry, Amur",Prunus,maackii,,6,65,2019-05-31,Parks,Yes,Amur Chokecherry,1,53.43630254,-113.6113343,"(53.43630253874651, -113.61133429882058)",POINT (-113.61133429882058 53.43630253874651)
358194,BRITANNIA YOUNGSTOWN,Boulevard,Prunus maackii,"Cherry, Amur",Prunus,maackii,,24,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.54337311,-113.593383,"(53.543373106565895, -113.59338296581473)",POINT (-113.59338296581473 53.543373106565895)
462412,AMBLESIDE,Boulevard,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,12,0,2010-06-01,Parks,Yes,Schubert Chokecherry,1,53.43299492,-113.595249,"(53.43299491880039, -113.595248991898)",POINT (-113.595248991898 53.43299491880039)
168922,JACKSON HEIGHTS,Park,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,10,65,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.4777897,-113.4102831,"(53.47778970124041, -113.41028310547627)",POINT (-113.41028310547627 53.47778970124041)
500814,MCCAULEY,Park,Malus Kerr,Apple,Malus,Kerr,,7,65,2014-06-01,Parks,Yes,Apple,1,53.5533996,-113.4850553,"(53.553399604141006, -113.4850552912317)",POINT (-113.4850552912317 53.553399604141006)
194968,WEDGEWOOD HEIGHTS,Park,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,18,65,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.48031454,-113.6445272,"(53.48031454237161, -113.6445271721331)",POINT (-113.6445271721331 53.48031454237161)
546737,AMBLESIDE,Centre Median,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,12,65,2012-06-01,Parks,Yes,Schubert Chokecherry,1,53.43430146,-113.6015938,"(53.43430145588485, -113.60159377957436)",POINT (-113.60159377957436 53.43430145588485)
193763,WEDGEWOOD HEIGHTS,Park,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,15,65,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.48011036,-113.6447884,"(53.48011036419067, -113.64478839362505)",POINT (-113.64478839362505 53.48011036419067)
381418,ROSSDALE,Boulevard,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,25,0,1989-12-31,Parks,Yes,Schubert Chokecherry,1,53.53560031,-113.4943094,"(53.53560030804388, -113.49430935858719)",POINT (-113.49430935858719 53.53560030804388)
387453,FULTON PLACE,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,9,65,2011-06-01,Parks,Yes,Amur Chokecherry,1,53.54877076,-113.4359415,"(53.54877075975802, -113.43594147307225)",POINT (-113.43594147307225 53.54877075975802)
623681,LA PERLE,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,6,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.53178959,-113.6485763,"(53.531789586807854, -113.64857630729223)",POINT (-113.64857630729223 53.531789586807854)
620521,GRIESBACH,Park,Malus x Norkent,Apple,Malus,x,Norkent,6,65,2019-06-01,Parks,Yes,Apple,1,53.604904,-113.5043338,"(53.60490400374626, -113.50433384177052)",POINT (-113.50433384177052 53.60490400374626)
495518,RIVER VALLEY MAYFAIR,Park,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,15,65,2010-06-01,Parks,Yes,Schubert Chokecherry,1,53.52629297,-113.5472652,"(53.526292969512966, -113.54726522053079)",POINT (-113.54726522053079 53.526292969512966)
546115,BRECKENRIDGE GREENS,Boulevard,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,12,65,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.51448138,-113.687668,"(53.5144813778067, -113.687667963912)",POINT (-113.687667963912 53.5144813778067)
271620,RIVER VALLEY RUNDLE,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,14,0,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.5590494,-113.3862931,"(53.559049398317455, -113.38629311963423)",POINT (-113.38629311963423 53.559049398317455)
623949,STRATHCONA INDUSTRIAL PARK,Centre Median,Prunus maackii,"Cherry, Amur",Prunus,maackii,,6,35,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.47926625,-113.4666843,"(53.479266253057915, -113.46668427576662)",POINT (-113.46668427576662 53.479266253057915)
618575,DOWNTOWN,Boulevard,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,15,0,1989-12-31,Parks,Yes,Schubert Chokecherry,1,53.54158944,-113.5120223,"(53.541589437246195, -113.51202230002534)",POINT (-113.51202230002534 53.541589437246195)
407839,OLESKIW,Boulevard,Prunus maackii,"Cherry, Amur",Prunus,maackii,,12,65,2007-06-01,Parks,Yes,Amur Chokecherry,1,53.49646239,-113.6047299,"(53.496462392751184, -113.60472994756316)",POINT (-113.60472994756316 53.496462392751184)
400133,MILL WOODS PARK,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,18,35,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.45385673,-113.439487,"(53.453856728210255, -113.4394870014775)",POINT (-113.4394870014775 53.453856728210255)
401537,MILL WOODS PARK,Park,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,10,0,1989-12-31,Parks,Yes,Schubert Chokecherry,1,53.45391969,-113.4355112,"(53.45391969476417, -113.43551121858121)",POINT (-113.43551121858121 53.45391969476417)
470529,RIVER VALLEY RUNDLE,Park,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,20,65,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.56103587,-113.3842547,"(53.561035872872374, -113.38425465776002)",POINT (-113.38425465776002 53.561035872872374)
532336,THE HAMPTONS,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,3,65,2016-06-01,Parks,Yes,Amur Chokecherry,1,53.48646753,-113.6708389,"(53.48646752669354, -113.67083891982375)",POINT (-113.67083891982375 53.48646752669354)
145043,MCCAULEY,Park,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,16,65,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.55298506,-113.484032,"(53.55298506328787, -113.4840320103224)",POINT (-113.4840320103224 53.55298506328787)
396574,BULYEA HEIGHTS,Boulevard,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,30,65,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.47414208,-113.5660759,"(53.47414208395065, -113.5660758808354)",POINT (-113.5660758808354 53.47414208395065)
216998,WOODCROFT,Park,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,30,0,1989-12-31,Parks,Yes,Schubert Chokecherry,1,53.56283473,-113.5655498,"(53.56283472698263, -113.56554980767686)",POINT (-113.56554980767686 53.56283472698263)
409233,MACEWAN,Centre Median,Prunus maackii,"Cherry, Amur",Prunus,maackii,,11,0,2004-06-01,Parks,Yes,Amur Chokecherry,1,53.42520141,-113.534756,"(53.42520140824166, -113.53475603964606)",POINT (-113.53475603964606 53.42520140824166)
345341,BELVEDERE,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,25,0,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.59829493,-113.4364661,"(53.59829492845857, -113.43646608861852)",POINT (-113.43646608861852 53.59829492845857)
377748,WEDGEWOOD HEIGHTS,Buffer,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,12,65,2009-06-01,Parks,Yes,Schubert Chokecherry,1,53.48415265,-113.6464311,"(53.4841526518922, -113.64643105165482)",POINT (-113.64643105165482 53.4841526518922)
168659,JACKSON HEIGHTS,Park,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,16,65,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.47688018,-113.4115319,"(53.47688017740656, -113.41153188742592)",POINT (-113.41153188742592 53.47688017740656)
285608,RIVER VALLEY HERMITAGE,Park,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,5,0,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.59162455,-113.405728,"(53.59162454585821, -113.40572799058167)",POINT (-113.40572799058167 53.59162454585821)
207968,CAMERON HEIGHTS,Centre Median,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,13,0,2007-06-01,Parks,Yes,Schubert Chokecherry,1,53.47267383,-113.6349724,"(53.4726738345208, -113.63497244562264)",POINT (-113.63497244562264 53.4726738345208)
333318,RIVER VALLEY GLENORA,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,10,40,2010-05-31,Parks,Yes,Amur Chokecherry,1,53.5388405,-113.5412614,"(53.53884049563935, -113.54126136817139)",POINT (-113.54126136817139 53.53884049563935)
192465,DECHENE,Buffer,Prunus maackii,"Cherry, Amur",Prunus,maackii,,15,0,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.4960425,-113.629633,"(53.49604249683966, -113.62963297237661)",POINT (-113.62963297237661 53.49604249683966)
500830,MCCAULEY,Park,Malus Goodland,Apple,Malus,Goodland,,7,65,2014-06-01,Parks,Yes,Apple,1,53.55331042,-113.485409,"(53.553310423686995, -113.48540903543118)",POINT (-113.48540903543118 53.553310423686995)
204367,OLESKIW,Park,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,20,65,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.49956131,-113.5990375,"(53.499561307385264, -113.5990374708152)",POINT (-113.5990374708152 53.499561307385264)
268359,BEAUMARIS,Park,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,14,0,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.61454989,-113.5129783,"(53.61454988856521, -113.5129783353419)",POINT (-113.5129783353419 53.61454988856521)
622312,MEYOKUMIN,Buffer,Prunus maackii,"Cherry, Amur",Prunus,maackii,,12,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.45293693,-113.4262769,"(53.452936932927976, -113.42627691901015)",POINT (-113.42627691901015 53.452936932927976)
218468,WOODCROFT,Park,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,20,0,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.56126704,-113.5625615,"(53.5612670445414, -113.56256152783926)",POINT (-113.56256152783926 53.5612670445414)
182947,RAMPART INDUSTRIAL,Park,Malus,Apple,Malus,,,25,65,1990-01-01,Parks,Yes,Apple,1,53.61348395,-113.5891234,"(53.61348394592292, -113.58912342000383)",POINT (-113.58912342000383 53.61348394592292)
189755,ROSSDALE,Park,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,15,0,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.53382088,-113.4943901,"(53.533820883746884, -113.49439011852121)",POINT (-113.49439011852121 53.533820883746884)
333312,RIVER VALLEY MAYFAIR,Park,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,5,70,2016-06-01,Parks,Yes,Schubert Chokecherry,1,53.52993277,-113.5516379,"(53.52993277396865, -113.55163790371031)",POINT (-113.55163790371031 53.52993277396865)
620529,GRIESBACH,Park,Malus x Jefdale,Apple,Malus,x,Jefdale,6,65,2019-06-01,Parks,Yes,Apple,1,53.60486616,-113.504278,"(53.60486615834283, -113.50427800869151)",POINT (-113.50427800869151 53.60486615834283)
194076,WEDGEWOOD HEIGHTS,Park,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,16,65,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.47950991,-113.6452357,"(53.479509910060465, -113.64523567473908)",POINT (-113.64523567473908 53.479509910060465)
156915,MILL WOODS PARK,Park,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,20,65,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.45804068,-113.4469174,"(53.45804067931404, -113.4469174123358)",POINT (-113.4469174123358 53.45804067931404)
620533,GRIESBACH,Park,Malus x September Ruby,Apple,Malus,x,September,6,65,2019-05-31,Parks,Yes,Apple,1,53.6050058,-113.5015587,"(53.605005798140596, -113.50155870378828)",POINT (-113.50155870378828 53.605005798140596)
228980,CANORA,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,47,0,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.54346127,-113.5783083,"(53.543461269451385, -113.57830828888564)",POINT (-113.57830828888564 53.543461269451385)
190894,JAMIESON PLACE,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,10,0,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.48543457,-113.6465045,"(53.48543457245723, -113.64650449028096)",POINT (-113.64650449028096 53.48543457245723)
591003,THE ORCHARDS AT ELLERSLIE,Park,Prunus cerasus Evans,"Cherry, Sour",Prunus,cerasus,Evans,6,0,2017-05-30,Parks,Yes,Cherry,1,53.40549705,-113.4790457,"(53.40549705152145, -113.47904565884502)",POINT (-113.47904565884502 53.40549705152145)
442872,PLEASANTVIEW,Park,Prunus cerasus Evans,"Cherry, Sour",Prunus,cerasus,Evans,5,65,2009-06-01,Parks,Yes,Cherry,1,53.49401187,-113.5110814,"(53.49401187037896, -113.51108136105945)",POINT (-113.51108136105945 53.49401187037896)
624992,SAKAW,Buffer,Prunus maackii,"Cherry, Amur",Prunus,maackii,,46,50,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.43833462,-113.4312531,"(53.438334618890096, -113.4312531460864)",POINT (-113.4312531460864 53.438334618890096)
344754,BALWIN,Boulevard,Pyrus ussuriensis Ure,"Pear, Ussurian",Pyrus,ussuriensis,Ure,11,65,2009-06-01,Parks,Yes,Pear - Ussurian,1,53.58683318,-113.449101,"(53.58683317603874, -113.44910097626835)",POINT (-113.44910097626835 53.58683317603874)
417374,RIVER VALLEY VICTORIA,Park,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,50,0,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.53826813,-113.5293537,"(53.53826812844514, -113.52935369528632)",POINT (-113.52935369528632 53.53826812844514)
385617,MAPLE RIDGE,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,13,65,2009-06-01,Parks,Yes,Amur Chokecherry,1,53.50345012,-113.368819,"(53.50345012114019, -113.36881898225741)",POINT (-113.36881898225741 53.50345012114019)
500832,MCCAULEY,Park,Malus Honeycrisp,Apple,Malus,Honeycrisp,,7,65,2014-06-01,Parks,Yes,Apple,1,53.55337069,-113.4851886,"(53.55337069237625, -113.48518863348858)",POINT (-113.48518863348858 53.55337069237625)
463275,SOUTH TERWILLEGAR,Centre Median,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,10,0,2010-06-01,Parks,Yes,Schubert Chokecherry,1,53.44276437,-113.5778284,"(53.44276436672751, -113.57782844440453)",POINT (-113.57782844440453 53.44276436672751)
233409,WESTWOOD,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,14,0,1989-12-31,Parks,Yes,Amur Chokecherry,1,53.57540883,-113.5008647,"(53.57540882625897, -113.50086465526454)",POINT (-113.50086465526454 53.57540882625897)
515522,RIVER VALLEY MAYFAIR,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,6,80,2015-06-01,Parks,Yes,Amur Chokecherry,1,53.52632567,-113.5430466,"(53.526325665310246, -113.54304661279328)",POINT (-113.54304661279328 53.526325665310246)
345573,BELVEDERE,Park,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,20,0,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.59796103,-113.4356202,"(53.597961025382055, -113.4356202070033)",POINT (-113.4356202070033 53.597961025382055)
609371,AMBLESIDE,Centre Median,Prunus maackii,"Cherry, Amur",Prunus,maackii,,6,65,2019-05-31,Parks,Yes,Amur Chokecherry,1,53.43657355,-113.6119764,"(53.436573545212646, -113.61197644120884)",POINT (-113.61197644120884 53.436573545212646)
618588,THE ORCHARDS AT ELLERSLIE,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,8,0,2016-05-30,Parks,Yes,Amur Chokecherry,1,53.40684334,-113.4644429,"(53.406843335445096, -113.46444293578429)",POINT (-113.46444293578429 53.406843335445096)
273980,SIFTON PARK,Buffer,Malus,Apple,Malus,,,10,0,1990-01-01,Parks,Yes,Apple,1,53.59175905,-113.4162725,"(53.59175904843639, -113.41627252549996)",POINT (-113.41627252549996 53.59175904843639)
375175,CAMERON HEIGHTS,Centre Median,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,8,0,2009-06-01,Parks,Yes,Schubert Chokecherry,1,53.4720636,-113.6345579,"(53.472063597772646, -113.6345578892336)",POINT (-113.6345578892336 53.472063597772646)
172524,OTTEWELL,Buffer,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,25,35,1989-12-31,Parks,Yes,Schubert Chokecherry,1,53.52635375,-113.4190482,"(53.52635375238543, -113.41904821608105)",POINT (-113.41904821608105 53.52635375238543)
191030,DECHENE,Park,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,6,0,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.49120077,-113.6340517,"(53.4912007656927, -113.63405173717472)",POINT (-113.63405173717472 53.4912007656927)
396418,LORELEI,Buffer,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,17,65,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.62611004,-113.5135603,"(53.626110036329564, -113.51356027152082)",POINT (-113.51356027152082 53.626110036329564)
194649,WEDGEWOOD HEIGHTS,Park,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,14,65,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.47828017,-113.6452313,"(53.478280166011736, -113.64523131344296)",POINT (-113.64523131344296 53.478280166011736)
482818,RIVER VALLEY LAURIER,Park,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,6,65,2013-06-01,Parks,Yes,Schubert Chokecherry,1,53.50961386,-113.5537551,"(53.509613856590164, -113.55375505680975)",POINT (-113.55375505680975 53.509613856590164)
500812,MCCAULEY,Park,Malus baccata Dolgo,"Crabapple, Siberian",Malus,baccata,Dolgo,7,65,2014-06-01,Parks,Yes,Crabapple,1,53.55337592,-113.4850412,"(53.553375923911105, -113.48504123250103)",POINT (-113.48504123250103 53.553375923911105)
551326,ALLARD,Park,Prunus cerasus Evans,"Cherry, Sour",Prunus,cerasus,Evans,6,65,2017-06-01,Parks,Yes,Cherry,1,53.40184682,-113.5181705,"(53.40184682474916, -113.5181705070852)",POINT (-113.5181705070852 53.40184682474916)
574883,RIVER VALLEY WHITEMUD,Park,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,6,65,2012-06-01,Parks,Yes,Schubert Chokecherry,1,53.50432852,-113.5580161,"(53.50432852444968, -113.55801610122899)",POINT (-113.55801610122899 53.50432852444968)
472297,RUTHERFORD,Centre Median,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,15,0,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.42275856,-113.5323044,"(53.42275855681293, -113.53230438341481)",POINT (-113.53230438341481 53.42275855681293)
182153,MILL CREEK RAVINE NORTH,Park,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,20,65,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.53249338,-113.4852198,"(53.532493379755294, -113.48521982932726)",POINT (-113.48521982932726 53.532493379755294)
577349,LYNNWOOD,Boulevard,Prunus maackii,"Cherry, Amur",Prunus,maackii,,30,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.51851743,-113.5901359,"(53.51851742516894, -113.59013591719192)",POINT (-113.59013591719192 53.51851742516894)
204366,OLESKIW,Park,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,15,65,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.49953558,-113.5992256,"(53.49953557686948, -113.59922561559075)",POINT (-113.59922561559075 53.49953557686948)
194969,WEDGEWOOD HEIGHTS,Park,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,18,65,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.48021866,-113.6445462,"(53.48021866308903, -113.64454624933006)",POINT (-113.64454624933006 53.48021866308903)
189758,ROSSDALE,Park,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,22,0,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.53380995,-113.4944465,"(53.533809947194804, -113.49444652276848)",POINT (-113.49444652276848 53.533809947194804)
469877,RIVER VALLEY RUNDLE,Park,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,15,0,1989-12-31,Parks,Yes,Schubert Chokecherry,1,53.56526024,-113.3868335,"(53.56526024341514, -113.38683348046446)",POINT (-113.38683348046446 53.56526024341514)
151832,SATOO,Park,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,17,65,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.44637858,-113.4591295,"(53.4463785766077, -113.45912952054879)",POINT (-113.45912952054879 53.4463785766077)
446926,OVERLANDERS,Boulevard,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,13,0,1989-12-31,Parks,Yes,Schubert Chokecherry,1,53.57958872,-113.3845409,"(53.57958871662877, -113.38454090086866)",POINT (-113.38454090086866 53.57958871662877)
546732,AMBLESIDE,Centre Median,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,12,0,2012-06-01,Parks,Yes,Schubert Chokecherry,1,53.43429991,-113.6011315,"(53.43429991337695, -113.60113154981791)",POINT (-113.60113154981791 53.43429991337695)
200561,OLESKIW,Park,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,20,65,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.49916194,-113.6077805,"(53.49916193922756, -113.60778045632857)",POINT (-113.60778045632857 53.49916193922756)
407899,HODGSON,Centre Median,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,11,0,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.45874999,-113.5641806,"(53.4587499936803, -113.56418061518889)",POINT (-113.56418061518889 53.4587499936803)
558132,CAMERON HEIGHTS,Park,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,7,65,2013-06-01,Parks,Yes,Schubert Chokecherry,1,53.47361881,-113.6321568,"(53.47361881164389, -113.63215678883589)",POINT (-113.63215678883589 53.47361881164389)
521595,MAGRATH HEIGHTS,Park,Malus Kerr,Apple,Malus,Kerr,,10,65,2015-05-31,Parks,Yes,Apple,1,53.44925256,-113.5515796,"(53.449252556081944, -113.55157963932082)",POINT (-113.55157963932082 53.449252556081944)
203621,CALGARY TRAIL NORTH,Boulevard,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,17,65,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.48545414,-113.4915772,"(53.485454135173164, -113.49157720147339)",POINT (-113.49157720147339 53.485454135173164)
479988,JAMIESON PLACE,Boulevard,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,14,65,2006-06-01,Parks,Yes,Schubert Chokecherry,1,53.48885363,-113.6437106,"(53.48885362961862, -113.64371058224833)",POINT (-113.64371058224833 53.48885362961862)
