ID,NEIGHBOURHOOD_NAME,LOCATION_TYPE,SPECIES_BOTANICAL,SPECIES_COMMON,GENUS,SPECIES,CULTIVAR,DIAMETER_BREAST_HEIGHT,CONDITION_PERCENT,PLANTED_DATE,OWNER,Bears Edible Fruit,Type of Edible Fruit,COUNT,LATITUDE,LONGITUDE,LOCATION,Point Location
448432,DONSDALE,Boulevard,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,7,65,2011-06-01,Parks,Yes,Schubert Chokecherry,1,53.48251246,-113.6384829,"(53.48251246041853, -113.63848287480505)",POINT (-113.63848287480505 53.48251246041853)
500925,TERRACE HEIGHTS,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,15,65,2014-06-01,Parks,Yes,Amur Chokecherry,1,53.53876063,-113.4297499,"(53.538760633518145, -113.42974993954729)",POINT (-113.42974993954729 53.538760633518145)
335658,GRANDVIEW HEIGHTS,Park,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,9,65,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.49895159,-113.5468343,"(53.49895158933218, -113.5468343040665)",POINT (-113.5468343040665 53.49895158933218)
336409,GRANDVIEW HEIGHTS,Park,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,10,65,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.50014964,-113.5451137,"(53.500149635135145, -113.54511365672442)",POINT (-113.54511365672442 53.500149635135145)
465230,AMBLESIDE,Boulevard,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,12,65,2010-05-31,Parks,Yes,Schubert Chokecherry,1,53.43389856,-113.5958192,"(53.43389856014283, -113.59581920007685)",POINT (-113.59581920007685 53.43389856014283)
281235,POTTER GREENS,Park,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,20,65,1989-12-31,Parks,Yes,Schubert Chokecherry,1,53.51791097,-113.6657469,"(53.51791097023782, -113.66574694431588)",POINT (-113.66574694431588 53.51791097023782)
396259,TERWILLEGAR TOWNE,Centre Median,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,20,65,1989-12-31,Parks,Yes,Schubert Chokecherry,1,53.45373937,-113.5826389,"(53.453739369922275, -113.58263894232672)",POINT (-113.58263894232672 53.453739369922275)
195369,STRATHCONA JUNCTION,Buffer,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,19,65,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.50291,-113.4948661,"(53.50290999848199, -113.49486609539743)",POINT (-113.49486609539743 53.50290999848199)
489155,RIDEAU PARK,Buffer,Prunus maackii,"Cherry, Amur",Prunus,maackii,,12,65,2009-06-01,Parks,Yes,Amur Chokecherry,1,53.48180389,-113.5153421,"(53.48180389358648, -113.51534208041981)",POINT (-113.51534208041981 53.48180389358648)
338313,STRATHCONA JUNCTION,Buffer,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,14,65,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.50202549,-113.4944289,"(53.50202548601264, -113.49442888620283)",POINT (-113.49442888620283 53.50202548601264)
353977,HOLLICK-KENYON,Park,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,11,65,2008-06-01,Parks,Yes,Schubert Chokecherry,1,53.62125842,-113.4203563,"(53.6212584233737, -113.42035629689443)",POINT (-113.42035629689443 53.6212584233737)
430698,HADDOW,Boulevard,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,25,65,1989-12-31,Parks,Yes,Schubert Chokecherry,1,53.45702456,-113.5952165,"(53.45702456086571, -113.59521652517725)",POINT (-113.59521652517725 53.45702456086571)
479990,JAMIESON PLACE,Boulevard,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,17,65,2006-06-01,Parks,Yes,Schubert Chokecherry,1,53.48891375,-113.6439826,"(53.48891374816012, -113.64398264399374)",POINT (-113.64398264399374 53.48891374816012)
222131,SHERBROOKE,Buffer,Prunus maackii,"Cherry, Amur",Prunus,maackii,,20,65,1989-12-31,Parks,Yes,Amur Chokecherry,1,53.58093576,-113.5551861,"(53.58093576115906, -113.55518612177735)",POINT (-113.55518612177735 53.58093576115906)
192248,ROSSDALE,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,30,65,1989-12-31,Parks,Yes,Amur Chokecherry,1,53.5306884,-113.4909848,"(53.5306884006231, -113.49098476902518)",POINT (-113.49098476902518 53.5306884006231)
230042,STRATHCONA JUNCTION,Buffer,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,21,65,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.51054616,-113.4941842,"(53.510546161724925, -113.4941842257125)",POINT (-113.4941842257125 53.510546161724925)
161003,WELLINGTON,Buffer,Prunus maackii,"Cherry, Amur",Prunus,maackii,,21,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.59259663,-113.5602872,"(53.592596625324084, -113.56028721547658)",POINT (-113.56028721547658 53.592596625324084)
455141,TERWILLEGAR TOWNE,Boulevard,Prunus maackii,"Cherry, Amur",Prunus,maackii,,20,65,2006-05-31,Parks,Yes,Amur Chokecherry,1,53.45175245,-113.5845459,"(53.45175244636149, -113.5845459010347)",POINT (-113.5845459010347 53.45175244636149)
409786,OLESKIW,Boulevard,Prunus maackii,"Cherry, Amur",Prunus,maackii,,30,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.49169956,-113.605756,"(53.49169955633884, -113.6057559662063)",POINT (-113.6057559662063 53.49169955633884)
475547,DONSDALE,Boulevard,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,15,65,2003-06-01,Parks,Yes,Schubert Chokecherry,1,53.48424675,-113.6384716,"(53.48424674686466, -113.63847157414696)",POINT (-113.63847157414696 53.48424674686466)
409771,OLESKIW,Boulevard,Prunus maackii,"Cherry, Amur",Prunus,maackii,,33,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.49119996,-113.6048106,"(53.49119995625923, -113.6048106358643)",POINT (-113.6048106358643 53.49119995625923)
475285,DONSDALE,Boulevard,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,10,65,2006-06-01,Parks,Yes,Schubert Chokecherry,1,53.48422707,-113.6380416,"(53.48422707177881, -113.6380416203384)",POINT (-113.6380416203384 53.48422707177881)
339989,STRATHCONA JUNCTION,Buffer,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,16,65,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.50436736,-113.49439,"(53.504367361591186, -113.49439001839158)",POINT (-113.49439001839158 53.504367361591186)
390142,MACTAGGART,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,12,65,2009-06-01,Parks,Yes,Amur Chokecherry,1,53.43943564,-113.5615972,"(53.43943564489953, -113.56159723701961)",POINT (-113.56159723701961 53.43943564489953)
597942,GROVENOR,Boulevard,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,12,65,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.54637307,-113.5705227,"(53.54637307286627, -113.57052270668973)",POINT (-113.57052270668973 53.54637307286627)
248393,LA PERLE,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,15,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.53164697,-113.6485216,"(53.531646972101946, -113.64852155355844)",POINT (-113.64852155355844 53.531646972101946)
394929,ALDERGROVE,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,12,65,1989-12-31,Parks,Yes,Amur Chokecherry,1,53.51968594,-113.6364112,"(53.51968594284985, -113.63641115160567)",POINT (-113.63641115160567 53.51968594284985)
240850,TERWILLEGAR TOWNE,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,13,65,1989-12-31,Parks,Yes,Amur Chokecherry,1,53.45185513,-113.5729664,"(53.45185512883388, -113.5729663811626)",POINT (-113.5729663811626 53.45185512883388)
182272,GLENWOOD,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,18,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.53219746,-113.6103992,"(53.53219745800301, -113.61039920458175)",POINT (-113.61039920458175 53.53219745800301)
257055,FRASER,Buffer,Prunus maackii,"Cherry, Amur",Prunus,maackii,,10,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.60876797,-113.3822243,"(53.608767972263344, -113.38222427627788)",POINT (-113.38222427627788 53.608767972263344)
397714,SILVER BERRY,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,15,65,1989-12-31,Parks,Yes,Amur Chokecherry,1,53.46168525,-113.3759369,"(53.461685251363605, -113.37593691047734)",POINT (-113.37593691047734 53.461685251363605)
547106,CHAPPELLE AREA,Park,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,8,65,2014-06-01,Parks,Yes,Schubert Chokecherry,1,53.40591341,-113.567295,"(53.40591340677843, -113.56729501999934)",POINT (-113.56729501999934 53.40591340677843)
412221,GREENVIEW,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,25,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.47533333,-113.429378,"(53.475333330240844, -113.4293779973063)",POINT (-113.4293779973063 53.475333330240844)
565572,AMBLESIDE,Centre Median,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,12,65,2011-05-31,Parks,Yes,Schubert Chokecherry,1,53.43429863,-113.5942294,"(53.434298625833605, -113.59422936208401)",POINT (-113.59422936208401 53.434298625833605)
390146,MACTAGGART,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,10,65,2009-06-01,Parks,Yes,Amur Chokecherry,1,53.43943985,-113.5627433,"(53.43943984524599, -113.56274330601632)",POINT (-113.56274330601632 53.43943984524599)
182029,GLENWOOD,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,14,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.53182969,-113.6098884,"(53.5318296910732, -113.60988842419036)",POINT (-113.60988842419036 53.5318296910732)
501528,MACTAGGART,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,8,65,2013-06-01,Parks,Yes,Amur Chokecherry,1,53.43546038,-113.5695113,"(53.43546037914351, -113.56951125240073)",POINT (-113.56951125240073 53.43546037914351)
198415,RUTHERFORD,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,18,65,2007-06-01,Parks,Yes,Amur Chokecherry,1,53.41304312,-113.5363194,"(53.41304311615107, -113.53631936643897)",POINT (-113.53631936643897 53.41304311615107)
190138,ROSSDALE,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,42,65,1989-12-31,Parks,Yes,Amur Chokecherry,1,53.53373315,-113.4954463,"(53.53373314814223, -113.49544630803132)",POINT (-113.49544630803132 53.53373314814223)
394704,GROVENOR,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,19,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.54618536,-113.5676849,"(53.54618535675687, -113.56768488236057)",POINT (-113.56768488236057 53.54618535675687)
368499,FOREST HEIGHTS,Boulevard,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,10,65,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.54925367,-113.4513632,"(53.54925366638836, -113.45136321836908)",POINT (-113.45136321836908 53.54925366638836)
172791,SILVER BERRY,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,12,65,2007-05-31,Parks,Yes,Amur Chokecherry,1,53.46162708,-113.3788832,"(53.46162707606768, -113.37888318948482)",POINT (-113.37888318948482 53.46162707606768)
328460,ORMSBY PLACE,Boulevard,Prunus maackii,"Cherry, Amur",Prunus,maackii,,32,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.50166676,-113.6544466,"(53.50166676420302, -113.65444659236047)",POINT (-113.65444659236047 53.50166676420302)
368579,HILLVIEW,Buffer,Prunus maackii,"Cherry, Amur",Prunus,maackii,,14,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.46999867,-113.41677,"(53.46999867167245, -113.4167700058243)",POINT (-113.4167700058243 53.46999867167245)
352883,HOLLICK-KENYON,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,14,65,2008-06-01,Parks,Yes,Amur Chokecherry,1,53.62124599,-113.4212829,"(53.6212459890659, -113.42128287564668)",POINT (-113.42128287564668 53.6212459890659)
416230,RIVER VALLEY VICTORIA,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,48,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.53840225,-113.5336337,"(53.53840225326476, -113.53363373307393)",POINT (-113.53363373307393 53.53840225326476)
172786,SILVER BERRY,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,13,65,2008-05-31,Parks,Yes,Amur Chokecherry,1,53.46135351,-113.3785953,"(53.461353509937574, -113.37859531610306)",POINT (-113.37859531610306 53.461353509937574)
257155,FRASER,Buffer,Prunus maackii,"Cherry, Amur",Prunus,maackii,,10,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.60992038,-113.3815331,"(53.60992037862513, -113.38153313427003)",POINT (-113.38153313427003 53.60992037862513)
192978,DECHENE,Buffer,Prunus maackii,"Cherry, Amur",Prunus,maackii,,32,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.49542291,-113.6367787,"(53.495422909523654, -113.6367786808307)",POINT (-113.6367786808307 53.495422909523654)
172573,SILVER BERRY,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,13,65,2007-05-31,Parks,Yes,Amur Chokecherry,1,53.4616721,-113.3789597,"(53.46167209926597, -113.37895972124421)",POINT (-113.37895972124421 53.46167209926597)
432914,DUGGAN,Buffer,Prunus maackii,"Cherry, Amur",Prunus,maackii,,10,65,2009-06-01,Parks,Yes,Amur Chokecherry,1,53.47162666,-113.5158567,"(53.47162665785486, -113.51585665517136)",POINT (-113.51585665517136 53.47162665785486)
257218,FRASER,Buffer,Prunus maackii,"Cherry, Amur",Prunus,maackii,,10,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.61110932,-113.3807864,"(53.61110931936332, -113.38078636958797)",POINT (-113.38078636958797 53.61110931936332)
193730,DECHENE,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,16,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.48915768,-113.637397,"(53.48915768423262, -113.63739701959214)",POINT (-113.63739701959214 53.48915768423262)
236441,TERWILLEGAR TOWNE,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,23,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.45206904,-113.5764245,"(53.452069041433546, -113.57642453681781)",POINT (-113.57642453681781 53.452069041433546)
397922,ALDERGROVE,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,26,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.51934699,-113.6363819,"(53.51934698566169, -113.63638191641212)",POINT (-113.63638191641212 53.51934698566169)
282555,RIVER VALLEY LAURIER,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,15,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.50888102,-113.5535388,"(53.508881020448484, -113.55353884812479)",POINT (-113.55353884812479 53.508881020448484)
172802,SILVER BERRY,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,15,65,1989-12-31,Parks,Yes,Amur Chokecherry,1,53.4616688,-113.3799873,"(53.46166879926433, -113.37998733979563)",POINT (-113.37998733979563 53.46166879926433)
244515,WESTWOOD,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,40,65,1989-12-31,Parks,Yes,Amur Chokecherry,1,53.58071739,-113.4934564,"(53.5807173910477, -113.4934564132924)",POINT (-113.4934564132924 53.5807173910477)
385630,RHATIGAN RIDGE,Park,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,7,65,2010-06-01,Parks,Yes,Schubert Chokecherry,1,53.47227588,-113.5840475,"(53.47227587736447, -113.58404748623282)",POINT (-113.58404748623282 53.47227587736447)
475563,AMBLESIDE,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,9,65,2011-06-01,Parks,Yes,Amur Chokecherry,1,53.42555965,-113.6133615,"(53.425559654605095, -113.61336147234499)",POINT (-113.61336147234499 53.425559654605095)
172999,SILVER BERRY,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,14,65,2008-05-31,Parks,Yes,Amur Chokecherry,1,53.46136916,-113.3788363,"(53.461369157918604, -113.37883630004748)",POINT (-113.37883630004748 53.461369157918604)
200199,CALLINGWOOD SOUTH,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,10,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.50018965,-113.6226485,"(53.500189651965485, -113.62264850438486)",POINT (-113.62264850438486 53.500189651965485)
406051,SUMMERSIDE,Boulevard,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,12,65,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.42272031,-113.457592,"(53.42272030948115, -113.45759199123297)",POINT (-113.45759199123297 53.42272030948115)
248981,LA PERLE,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,15,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.53297685,-113.6369982,"(53.53297684793821, -113.63699824798559)",POINT (-113.63699824798559 53.53297684793821)
240852,TERWILLEGAR TOWNE,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,16,65,1989-12-31,Parks,Yes,Amur Chokecherry,1,53.45181077,-113.5729848,"(53.45181076925836, -113.57298484889284)",POINT (-113.57298484889284 53.45181076925836)
182049,GLENWOOD,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,12,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.5337566,-113.609665,"(53.53375660085964, -113.60966504202497)",POINT (-113.60966504202497 53.53375660085964)
339988,STRATHCONA JUNCTION,Buffer,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,14,65,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.50445719,-113.4943825,"(53.504457190360185, -113.49438246816584)",POINT (-113.49438246816584 53.504457190360185)
410081,OLESKIW,Boulevard,Prunus maackii,"Cherry, Amur",Prunus,maackii,,21,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.49678981,-113.6085093,"(53.4967898090096, -113.6085093279302)",POINT (-113.6085093279302 53.4967898090096)
157778,CALDER,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,8,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.58924524,-113.5276568,"(53.589245237072696, -113.5276567865842)",POINT (-113.5276567865842 53.589245237072696)
397405,SILVER BERRY,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,11,65,1989-12-31,Parks,Yes,Amur Chokecherry,1,53.46161824,-113.3809867,"(53.4616182422582, -113.3809867407333)",POINT (-113.3809867407333 53.4616182422582)
451044,TERWILLEGAR TOWNE,Boulevard,Prunus maackii,"Cherry, Amur",Prunus,maackii,,21,65,2006-06-01,Parks,Yes,Amur Chokecherry,1,53.45166488,-113.5845605,"(53.45166488233215, -113.58456045473082)",POINT (-113.58456045473082 53.45166488233215)
328321,ORMSBY PLACE,Boulevard,Prunus maackii,"Cherry, Amur",Prunus,maackii,,24,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.4959773,-113.651294,"(53.4959772952229, -113.65129401887202)",POINT (-113.65129401887202 53.4959772952229)
184547,CLOVERDALE,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,20,65,1989-12-31,Parks,Yes,Amur Chokecherry,1,53.53663391,-113.4781641,"(53.53663390865726, -113.4781640923289)",POINT (-113.4781640923289 53.53663390865726)
443139,OXFORD,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,19,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.61789586,-113.5469339,"(53.61789585982457, -113.54693394970457)",POINT (-113.54693394970457 53.61789585982457)
191221,DECHENE,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,10,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.49005677,-113.6353171,"(53.490056772290835, -113.63531714263218)",POINT (-113.63531714263218 53.490056772290835)
347241,WELLINGTON,Boulevard,Prunus maackii,"Cherry, Amur",Prunus,maackii,,20,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.5968932,-113.5602986,"(53.5968932016969, -113.56029860940568)",POINT (-113.56029860940568 53.5968932016969)
409772,OLESKIW,Boulevard,Prunus maackii,"Cherry, Amur",Prunus,maackii,,33,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.49120032,-113.604713,"(53.49120031995061, -113.60471300071924)",POINT (-113.60471300071924 53.49120031995061)
475284,DONSDALE,Boulevard,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,11,65,2006-06-01,Parks,Yes,Schubert Chokecherry,1,53.48408807,-113.638044,"(53.484088071882155, -113.63804397262649)",POINT (-113.63804397262649 53.484088071882155)
475544,DONSDALE,Boulevard,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,11,65,2003-06-01,Parks,Yes,Schubert Chokecherry,1,53.48427165,-113.6390079,"(53.48427164895583, -113.63900788141247)",POINT (-113.63900788141247 53.48427164895583)
397699,SILVER BERRY,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,19,65,1989-12-31,Parks,Yes,Amur Chokecherry,1,53.46167325,-113.3766508,"(53.46167325201769, -113.37665082254186)",POINT (-113.37665082254186 53.46167325201769)
369698,FOREST HEIGHTS,Boulevard,Prunus maackii,"Cherry, Amur",Prunus,maackii,,14,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.54925212,-113.4465816,"(53.54925212491135, -113.44658161732555)",POINT (-113.44658161732555 53.54925212491135)
256999,TERRA LOSA,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,13,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.53193724,-113.6258046,"(53.53193723790574, -113.62580460905613)",POINT (-113.62580460905613 53.53193723790574)
178986,CAERNARVON,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,40,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.61679815,-113.5310968,"(53.61679815412723, -113.5310968241369)",POINT (-113.5310968241369 53.61679815412723)
214892,DUGGAN,Buffer,Prunus maackii,"Cherry, Amur",Prunus,maackii,,21,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.4670293,-113.5096319,"(53.4670293010828, -113.50963191776319)",POINT (-113.50963191776319 53.4670293010828)
231887,CANORA,Buffer,Prunus maackii,"Cherry, Amur",Prunus,maackii,,11,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.54897501,-113.5784925,"(53.548975010288125, -113.57849251039424)",POINT (-113.57849251039424 53.548975010288125)
192879,JAMIESON PLACE,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,17,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.48461769,-113.6466947,"(53.48461768683046, -113.6466947345971)",POINT (-113.6466947345971 53.48461768683046)
256991,TERRA LOSA,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,16,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.53191737,-113.62627,"(53.53191737395174, -113.62626996659047)",POINT (-113.62626996659047 53.53191737395174)
261005,CUMBERLAND,Buffer,Prunus maackii,"Cherry, Amur",Prunus,maackii,,18,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.60595688,-113.5416146,"(53.60595687675336, -113.54161458590325)",POINT (-113.54161458590325 53.60595687675336)
403019,RHATIGAN RIDGE,Centre Median,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,24,65,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.47681931,-113.5774362,"(53.47681930938696, -113.57743615704835)",POINT (-113.57743615704835 53.47681930938696)
360561,GRIESBACH,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,9,65,2010-06-01,Parks,Yes,Amur Chokecherry,1,53.61360436,-113.5129025,"(53.61360435706342, -113.51290253781383)",POINT (-113.51290253781383 53.61360435706342)
242553,CANORA,Buffer,Prunus maackii,"Cherry, Amur",Prunus,maackii,,18,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.54919462,-113.5783397,"(53.54919461614366, -113.57833965925448)",POINT (-113.57833965925448 53.54919461614366)
577348,LYNNWOOD,Boulevard,Prunus maackii,"Cherry, Amur",Prunus,maackii,,15,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.5183827,-113.5901381,"(53.518382699059984, -113.59013810249866)",POINT (-113.59013810249866 53.518382699059984)
256017,BELMEAD,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,15,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.52909133,-113.6487696,"(53.52909133104811, -113.64876956382756)",POINT (-113.64876956382756 53.52909133104811)
198424,RUTHERFORD,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,18,65,2007-06-01,Parks,Yes,Amur Chokecherry,1,53.41283624,-113.5366392,"(53.41283623621969, -113.53663915746067)",POINT (-113.53663915746067 53.41283623621969)
475541,DONSDALE,Boulevard,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,10,65,2003-06-01,Parks,Yes,Schubert Chokecherry,1,53.48435039,-113.6385123,"(53.484350389271135, -113.63851227395783)",POINT (-113.63851227395783 53.484350389271135)
200132,LYMBURN,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,39,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.50544899,-113.6373438,"(53.50544899452268, -113.63734376385753)",POINT (-113.63734376385753 53.50544899452268)
191332,DECHENE,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,18,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.48962648,-113.6363353,"(53.48962647675586, -113.63633534186206)",POINT (-113.63633534186206 53.48962647675586)
348625,TERWILLEGAR TOWNE,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,17,65,1989-12-31,Parks,Yes,Amur Chokecherry,1,53.45197405,-113.5738956,"(53.4519740483842, -113.57389561635425)",POINT (-113.57389561635425 53.4519740483842)
361364,BULYEA HEIGHTS,Boulevard,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,26,65,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.48078447,-113.5627875,"(53.48078447443415, -113.56278749902194)",POINT (-113.56278749902194 53.48078447443415)
181354,JASPER PARK,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,17,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.5247073,-113.5888224,"(53.52470729524295, -113.58882238316811)",POINT (-113.58882238316811 53.52470729524295)
155193,BULYEA HEIGHTS,Boulevard,Prunus maackii,"Cherry, Amur",Prunus,maackii,,30,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.47618483,-113.5735104,"(53.47618482500385, -113.57351042742968)",POINT (-113.57351042742968 53.47618482500385)
428570,THE HAMPTONS,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,17,65,2009-06-01,Parks,Yes,Amur Chokecherry,1,53.48905398,-113.6829853,"(53.48905398304485, -113.68298530650495)",POINT (-113.68298530650495 53.48905398304485)
172803,SILVER BERRY,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,12,65,1989-12-31,Parks,Yes,Amur Chokecherry,1,53.46166232,-113.3801249,"(53.461662315172, -113.38012492627553)",POINT (-113.38012492627553 53.461662315172)
183504,CLOVERDALE,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,30,65,1989-12-31,Parks,Yes,Amur Chokecherry,1,53.53659558,-113.4781158,"(53.53659558103578, -113.47811581292501)",POINT (-113.47811581292501 53.53659558103578)
