Ministry,Year,PositionTitle,PositionClass,BaseSalary,CashBenefits,NonCashBenefits,Severance
Treasury Board and Finance,2018,Sr Mgr Commodity Tax Audit,Senior Manager Zone 1,109545.28,0,29389.99,0
Treasury Board and Finance,2018,Sr Mgr Corporate Tax Audit,Senior Manager Zone 1,118938.56,100,30162.38,0
Treasury Board and Finance,2018,"Exec. Director,Special Advisor",Executive Manager 1,136394.44,0,28275.93,0
Treasury Board and Finance,2018,Director Commodity Tax Audit,Senior Manager Zone 2,133317.86,0,32725.89,0
Treasury Board and Finance,2018,Senior Policy Analyst,Senior Manager Zone 1,115724.7,0,29647.25,0
Treasury Board and Finance,2018,Assistant Deputy Minister,Assistant Deputy Minister,200404.88,0,10081.96,0
Treasury Board and Finance,2018,Dpty Superintend Fin Inst Reg,Senior Manager Zone 2,133317.86,50,31145.89,0
Treasury Board and Finance,2018,Executive Advisor,Senior Manager Zone 2,159981.64,0,35087.19,0
Treasury Board and Finance,2018,Executive Director AIRB,Executive Manager 1,138865.64,9022.08,30856.45,0
Treasury Board and Finance,2018,"Sr. Mgr, Negot. & Assurances",Senior Manager Zone 2,119540.46,0,30137.94,0
Treasury Board and Finance,2018,Sr Mgr Corporate Tax Audit,Senior Manager Zone 1,109819.32,0,28536.2,0
Treasury Board and Finance,2018,Chief of Staff,Senior Manager Zone 2,131573.74,4722,31179.74,0
Treasury Board and Finance,2018,Dir. Continuous Improvement,Senior Manager Zone 2,122668.26,0,30884.85,0
Treasury Board and Finance,2018,Communications Director,Senior Manager Zone 2,128796.98,0,33238.62,0
Treasury Board and Finance,2018,"Director, Alberta.ca",Senior Manager Zone 2,113108.32,0,28284.07,0
Treasury Board and Finance,2018,"ED, Corp Planning, Pol&Admin",Executive Manager 1,147643.34,0,34352.74,0
Treasury Board and Finance,2018,"Editor-in-Chief, News & Cont",Senior Manager Zone 2,126513.66,0,29340.25,0
Treasury Board and Finance,2018,Strategic Negotiations Lead,Executive Manager 1,111687.53,57227.19,27460.39,0
Treasury Board and Finance,2018,Dir. Audit Operations,Senior Manager Zone 2,129975.58,0,30512.98,0
Treasury Board and Finance,2018,"Director, Strategic Planning",Senior Manager Zone 1,118938.56,0,29109.75,0
Treasury Board and Finance,2018,Dir. Div. Coord. & Issues Mgmt,Senior Manager Zone 1,119087.02,0,28054.35,0
Treasury Board and Finance,2018,"ADM, Communications - Economic",Assistant Deputy Minister,169980.2,0,40973.04,0
Treasury Board and Finance,2018,"Director, Public Engagement",Senior Manager Zone 2,114559.64,0,29439.89,0
Treasury Board and Finance,2018,"ED, Strat. & Client Services",Executive Manager 1,146649.62,0,34260.65,0
Treasury Board and Finance,2018,"ADM, Strategic Comm - Social",Assistant Deputy Minister,189498.14,0,45025.97,0
Treasury Board and Finance,2018,Sr Mgr Commodity Tax Audit,Senior Manager Zone 1,118938.56,0,31038.86,0
Treasury Board and Finance,2018,Sr Mgr Corporate Income Tax,Senior Manager Zone 1,118938.56,0,30162.38,0
Treasury Board and Finance,2018,"Director, Program Evaluation",Senior Manager Zone 1,117713.7,0,29658.26,0
Treasury Board and Finance,2018,Sr Mgr Fin Inst Reg,Senior Manager Zone 1,118938.56,9149.12,28582.38,0
Treasury Board and Finance,2018,Dir-Communications,Senior Manager Zone 2,120010.8,0,30286.05,0
Treasury Board and Finance,2018,Assist Communications Director,Manager Zone 2,109654.48,0,28061.45,0
Treasury Board and Finance,2018,Executive Advisor,Senior Manager Zone 2,120299.92,0,27312.38,0
Treasury Board and Finance,2018,"Director, BIS",Senior Manager Zone 2,131629.94,200,28071.53,0
Treasury Board and Finance,2018,Chief Advisor on Negotiations,Senior Official,205696.92,7149.32,45601.86,0
Treasury Board and Finance,2018,"Executive Director, RMI",Executive Manager 1,164060.78,0,39175.2,0
Treasury Board and Finance,2018,"Dir, Policy & Legislative Coor",Senior Manager Zone 1,110880.38,0,28566.55,0
Treasury Board and Finance,2018,Executive Director,Executive Manager 1,124264.78,0,28996.18,0
Treasury Board and Finance,2018,"Director, Accounting Policy",Senior Manager Zone 2,112178.8,0,26258.64,0
Treasury Board and Finance,2018,Minister's Chief of Staff,Ministerial EA,119540.46,0,29966.6,0
Treasury Board and Finance,2018,Director Commodity Tax,Senior Manager Zone 2,133317.86,0,32171.57,0
Treasury Board and Finance,2018,"Dir, Treas. Board Coordination",Senior Manager Zone 2,115555.44,0,26771.25,0
Treasury Board and Finance,2018,"ADM, Treasury Management",Assistant Deputy Minister,240485.96,0,56753.77,0
Treasury Board and Finance,2018,"Senior Manager, Tax Policy",Senior Manager Zone 2,123696.04,0,31068.78,0
Treasury Board and Finance,2018,"Director, Legislation",Senior Manager Zone 2,133317.86,0,28372.34,0
Treasury Board and Finance,2018,"Executive Director, Corp.Conso",Executive Manager 1,138716.83,0,31547.76,0
Treasury Board and Finance,2018,Executive Director,Executive Manager 1,131979.64,0,31647.68,0
Treasury Board and Finance,2018,"ED, Budget Dev. & Planning",Executive Manager 1,164060.78,0,34820.72,0
Treasury Board and Finance,2018,Exec Director Rev and Rprting,Executive Manager 1,164060.78,0,37115.65,0
Treasury Board and Finance,2018,"Director, Advertising",Senior Manager Zone 2,118476.02,0,29687.46,0
Treasury Board and Finance,2018,"ED, Enter/Prof Practice",Executive Manager 1,164060.78,0,36275.55,0
Treasury Board and Finance,2018,Dir Financial Reporting,Senior Manager Zone 2,115724.7,0,27454.93,0
Treasury Board and Finance,2018,Director Corporate Income Tax,Senior Manager Zone 2,123696.04,0,31010.78,0
Treasury Board and Finance,2018,"Director, Government Identity",Senior Manager Zone 2,112069.1,0,24727.63,0
Treasury Board and Finance,2018,Communications Director,Senior Manager Zone 2,120470.48,0,27547.25,0
Treasury Board and Finance,2018,Communications Director,Senior Manager Zone 2,126100,0,29736.18,0
Treasury Board and Finance,2018,Dir Investment and Debt Acctg,Senior Manager Zone 2,115724.7,8901.9,27111.21,0
Treasury Board and Finance,2018,Executive Advisor,Ministerial EA,160000,0,3612.51,0
Treasury Board and Finance,2018,"Director, Strategic Comm Unit",Senior Manager Zone 2,153315.5,0,4527.07,0
Treasury Board and Finance,2018,ADM Strategic Bus Serv,Assistant Deputy Minister,182501.02,0,41778.56,0
Treasury Board and Finance,2018,Executive Director Rev Ops,Executive Manager 1,164060.78,6310.03,39117.2,0
Treasury Board and Finance,2018,Communications Director,Senior Manager Zone 2,129558,0,31859.7,0
Treasury Board and Finance,2018,Chief Internal Auditor,Executive Manager 2,167887.2,0,38417.24,0
Treasury Board and Finance,2018,"Managing Director, CPE",Senior Official,209195.48,30040.4,13761.9,0
Treasury Board and Finance,2018,President ACFA,Executive Manager 1,164060.78,0,35718.76,0
Treasury Board and Finance,2018,"Senior Manager, Private Sector",Senior Manager Zone 2,133317.86,0,6876.34,0
Treasury Board and Finance,2018,Exec Director Tax Policy,Executive Manager 1,139738.04,0,33928.21,0
Treasury Board and Finance,2018,"Vice President, Sen Fin Office",Senior Manager Zone 1,118938.56,0,25808.83,0
Treasury Board and Finance,2018,"Dir., Comp Acct & Procurement",Senior Manager Zone 2,124976.9,0,29723.58,0
Treasury Board and Finance,2018,"Assoc Dir, Strat Execution",Senior Manager Zone 1,118938.56,0,30033.82,0
Treasury Board and Finance,2018,Communications Director,Senior Manager Zone 2,133317.86,0,28372.34,0
Treasury Board and Finance,2018,Communications Director,Senior Manager Zone 2,119537.86,0,27840.41,0
Treasury Board and Finance,2018,"Dir.,Comp.& Data Analytics",Senior Manager Zone 2,133317.86,0,31333.22,0
Treasury Board and Finance,2018,Dir Financial Operations,Senior Manager Zone 2,133317.86,7072.57,30883.93,0
Treasury Board and Finance,2018,"Senior Manager, Trading and De",Senior Manager Zone 1,116321.95,0,29747.43,0
Treasury Board and Finance,2018,Sr. Mgr Prudential Supervision,Senior Manager Zone 2,123412.42,100,30012.25,0
Treasury Board and Finance,2018,Asst. Communications Director,Manager Zone 2,109954.95,0,27486.1,0
Treasury Board and Finance,2018,Executive Director Audit,Executive Manager 1,141193.78,0,33592.91,0
Treasury Board and Finance,2018,Communications Director,Senior Manager Zone 2,133068.26,5118.01,33053.89,0
Treasury Board and Finance,2018,Dir. LR Research & Analysis,Senior Manager Zone 1,111043.7,0,25317.6,0
Treasury Board and Finance,2018,Exec Director Tax Services,Executive Manager 1,174122.52,18930.09,41138.16,0
Treasury Board and Finance,2018,Communications Director,Senior Manager Zone 2,133317.86,0,32467.34,0
Treasury Board and Finance,2018,Communications Director,Senior Manager Zone 2,117865.54,0,28368.96,0
Treasury Board and Finance,2018,Communications Director,Senior Manager Zone 2,116888.46,0,30885.77,0
Treasury Board and Finance,2018,"Director, Insurance Policy",Senior Manager Zone 2,122667.74,0,29246.59,0
Treasury Board and Finance,2018,Communications Director,Senior Manager Zone 2,133317.86,0,32463.86,0
Treasury Board and Finance,2018,Chief of Staff,Senior Manager Zone 2,128453.52,0,28767.02,0
Treasury Board and Finance,2018,Communications Director,Senior Manager Zone 2,112643.9,0,24299.07,0
Treasury Board and Finance,2018,Sr Mgr Corporate Income Tax,Senior Manager Zone 1,113225.32,0,29144.51,0
Treasury Board and Finance,2018,DIr. Capital Markets Policy,Senior Manager Zone 2,151647.32,0,30747.08,0
Treasury Board and Finance,2018,Chief Statistician/Director,Senior Manager Zone 2,125359.52,0,28941.81,0
Treasury Board and Finance,2018,Communications Director,Senior Manager Zone 2,119540.46,0,28008.8,0
Treasury Board and Finance,2018,Executive Advisor,Senior Manager Zone 2,118266.96,0,26820.38,0
Treasury Board and Finance,2018,"Exec Dir, Corp Cons & Rep",Executive Manager 1,134431.77,0,30082.64,0
Treasury Board and Finance,2018,Communications Director,Senior Manager Zone 2,111438.6,0,25733.1,0
Treasury Board and Finance,2018,Communications Director,Senior Manager Zone 2,119811.38,0,27721.51,0
Treasury Board and Finance,2018,"Exec Director, Pension Policy",Executive Manager 1,136217.55,0,31646.31,0
Treasury Board and Finance,2018,"Director, Content",Senior Manager Zone 2,129835.94,0,28460.11,0
Treasury Board and Finance,2018,"Director, Interpretations",Senior Manager Zone 2,133317.86,0,32171.57,0
Treasury Board and Finance,2018,Director Claims Management,Senior Manager Zone 2,116796.16,0,29609.34,0
Treasury Board and Finance,2018,Communications Director,Senior Manager Zone 2,129502.1,0,32122.47,0
Treasury Board and Finance,2018,Dpty Superintendent Pension,Executive Manager 1,161684.94,0,34677.85,0
Treasury Board and Finance,2018,Director Fin and Property,Senior Manager Zone 2,133317.86,0,32725.89,0
Treasury Board and Finance,2018,Strategic Negotiations Lead,Executive Manager 1,149425.38,0,35032.86,0
Treasury Board and Finance,2018,"Senior Manager, Pension Policy",Senior Manager Zone 2,130905.68,0,30696.89,0
Treasury Board and Finance,2018,"Director, Banking",Senior Manager Zone 2,122030.74,100,30532.13,0
Treasury Board and Finance,2018,"ADM, Economics & Fiscal Policy",Assistant Deputy Minister,181058,0,43084.57,0
Treasury Board and Finance,2018,"Director, Performance Reportin",Senior Manager Zone 1,118938.56,0,29634.03,0
Treasury Board and Finance,2018,"Director, Financing",Senior Manager Zone 2,133317.86,0,32521.94,0
Treasury Board and Finance,2018,Senior Manager Accounts,Senior Manager Zone 1,109926.96,100,27293.28,0
Treasury Board and Finance,2018,Sr Mgr Commodity Tax Audit,Senior Manager Zone 1,118938.56,0,28623.57,0
Treasury Board and Finance,2018,Deputy Minister of TBF,Deputy Minister,314465.32,7141.66,74084.87,0
Treasury Board and Finance,2018,"Executive Director, Insights",Executive Manager 1,146649.62,11280.74,34263.01,0
Treasury Board and Finance,2018,Chief Economist & Exec Dir,Executive Manager 1,137376.72,0,35837.41,0
Treasury Board and Finance,2018,Dir. Cross Min. Initiatives,Senior Manager Zone 2,133317.86,0,31523.93,0
Treasury Board and Finance,2018,"Dir, Royalty&Revenue Reporting",Senior Manager Zone 2,120010.8,0,29806.24,0
Treasury Board and Finance,2018,"Director, Bud Dev&Planning",Senior Manager Zone 2,112428.69,100,25127.18,0
Treasury Board and Finance,2018,Senior Advisor,Senior Manager Zone 1,118938.3,0,26472,0
Treasury Board and Finance,2018,Exec Dir Fin Serv and SFO,Executive Manager 1,133374.22,0,30587.55,0
Treasury Board and Finance,2018,"Director, Creative",Senior Manager Zone 2,110488.93,0,26783.38,0
Treasury Board and Finance,2018,"Executive Director, Outreach",Executive Manager 1,149649.24,0,35685.14,0
Treasury Board and Finance,2018,"DS, Ins. Reg. & Mark. Conduct",Executive Manager 1,136912.36,0,31786.79,0
Treasury Board and Finance,2018,Controller,Senior Official,216437.26,7333.23,49584.27,0
Treasury Board and Finance,2018,"Mgr.,Rev. Forecast&Fed.ProRel.",Senior Manager Zone 2,133317.86,0,29633.99,0
Treasury Board and Finance,2018,Assistant Deputy Minister,Assistant Deputy Minister,178461.92,0,38496.47,0
Treasury Board and Finance,2018,Strategic Negotiations Lead,Executive Manager 1,122352.87,9195.42,29638.17,0
Treasury Board and Finance,2018,Dir. Audit Operations,Senior Manager Zone 2,121801.87,0,29077.38,0
Treasury Board and Finance,2018,Communications Director,Senior Manager Zone 2,108910.59,18093.71,26440.71,0
Treasury Board and Finance,2018,Director Corporate Tax Audit,Senior Manager Zone 2,133317.86,0,32382.17,0
Treasury Board and Finance,2018,Exec Dir Capital Markets,Executive Manager 1,196873.04,0,43572.57,0
Treasury Board and Finance,2018,"ED., LR, Res.,Analysis & Comp",Executive Manager 1,164060.78,0,37417.99,0
Treasury Board and Finance,2018,Executive Director,Executive Manager 1,138162.18,0,29235.68,0
Treasury Board and Finance,2018,"Executive Dir, Communications",Executive Manager 1,164060.78,0,40813.2,0
Treasury Board and Finance,2018,Dir. Web Strategy&Governance,Senior Manager Zone 2,128984.18,0,30667.21,0
Treasury Board and Finance,2018,Dir Debt Oper & Corp Finance,Senior Manager Zone 2,133317.86,0,32783.89,0
Treasury Board and Finance,2018,SM. Fiscal Planning & Analysis,Senior Manager Zone 2,133317.86,0,31145.89,0
Treasury Board and Finance,2018,Communications Director,Senior Manager Zone 2,117867.62,0,26878.97,0
Treasury Board and Finance,2018,"Senior Manager, Comm Tobacco",Senior Manager Zone 1,112510.06,0,27754.89,0
Treasury Board and Finance,2018,Sr Mgr Corporate Tax Audit,Senior Manager Zone 1,112302.58,0,30986.76,0
Treasury Board and Finance,2018,"ED, Budget Dev. & Planning",Executive Manager 1,164060.78,0,38991.14,0
Treasury Board and Finance,2018,Tax Analyst,Senior Manager Zone 1,116865.06,0,29197.05,0
Advanced Education,2017,"Manager, Financial Operations",Manager Zone 2,107152.5,4121.25,28541.06,0
Advanced Education,2017,ED Strategic Policy & Planning,Executive Manager 1,137708.74,0,34946.66,0
Advanced Education,2017,"Dir.,Strategic Int Pol Branch",Senior Manager Zone 2,122799.1,0,28099.67,0
Advanced Education,2017,"Dir, AIT Industry Prog & Stand",Senior Manager Zone 2,133317.86,0,33836.12,0
Advanced Education,2017,"Manager, IPS",Manager Zone 2,107152.5,0,28192.65,0
Advanced Education,2017,"Manager, IPS",Manager Zone 2,107152.5,0,25550.79,0
Advanced Education,2017,"Director, Strategy & Planning",Senior Manager Zone 1,115724.7,0,30906.65,0
Advanced Education,2017,Sr Mgr ATOMS Shared Services,Senior Manager Zone 1,118938.56,0,31226.37,0
Advanced Education,2017,"Mgr, Reasearch and Analysis",Manager Zone 2,107152.5,0,29330.67,0
Advanced Education,2017,Associate Regional Director,Senior Manager Zone 1,118938.56,0,28788.35,0
Advanced Education,2017,"Exec Dir., ASA Policy & Stand",Executive Manager 1,152963.98,0,36338.32,0
Advanced Education,2017,"Manager, IPS",Manager Zone 2,107152.5,0,29100.77,0
Advanced Education,2017,"Dir, Aboriginal & Cmty Connect",Senior Manager Zone 1,110641.96,0,24898.59,0
Advanced Education,2017,"Director, ACES",Senior Manager Zone 2,116555.04,0,29718.81,0
Advanced Education,2017,Executive Director Student Aid,Executive Manager 1,139920.82,0,34597.57,0
Advanced Education,2017,"Sr. Dir.,StrategicPolicy",Senior Manager Zone 2,133317.86,0,34770.3,0
Advanced Education,2017,Dir Financial and Admin Oper,Senior Manager Zone 2,133317.86,5127.61,34089.87,0
Advanced Education,2017,"Mgr, Contract & Grant Mgmt",Manager Zone 2,107152.5,8242.5,24835.86,0
Advanced Education,2017,Dir. Capital Plan & Grant Mgmt,Senior Manager Zone 2,133317.86,0,33585.74,0
Advanced Education,2017,Cross Ministry & Intergov Stra,Senior Manager Zone 2,133317.86,200,33388.92,0
Advanced Education,2017,"Dir, Strat Research & Analysis",Senior Manager Zone 1,115733.8,0,30762.86,0
Advanced Education,2017,Dir. Policy & Engagement,Senior Manager Zone 2,130055.38,0,31673.02,0
Advanced Education,2017,"Sr Mgr, Business Integration",Senior Manager Zone 1,117157.88,0,31157.07,0
Advanced Education,2017,"Dir, Policy,Research & Support",Senior Manager Zone 2,133317.86,0,34140.06,0
Advanced Education,2017,Mgr Market & Client Connection,Manager Zone 2,107152.5,0,29330.67,0
Advanced Education,2017,Director Post-Sec Programs,Senior Manager Zone 2,109580.97,0,28079.64,0
Advanced Education,2017,"Manager, AIT Client Services",Manager Zone 2,108636.15,0,27821.99,0
Advanced Education,2017,Director-Client Services,Senior Manager Zone 2,133317.86,0,31431.12,0
Advanced Education,2017,"Manager, CAQC Secretariat",Manager Zone 2,107152.5,13648.44,25307.44,0
Advanced Education,2017,"Exec Dir, External Relations",Executive Manager 1,137719.14,0,33654.75,0
Advanced Education,2017,"Dir, Operational Data & Info",Senior Manager Zone 1,113829.82,0,29264.54,0
Advanced Education,2017,Sr Mgr Industry Prog & Stand,Senior Manager Zone 1,118938.56,0,31497.29,0
Advanced Education,2017,Senior Financial Officer,Executive Manager 1,164060.78,0,41218.47,0
Advanced Education,2017,"Exec Director, Human Resources",Executive Manager 1,164060.78,12620.06,39924.72,0
