sourceid,dstid,hod,ride time
46,14,17,39.6695
5,28,21,27.25816667
91,83,9,14.39033333
40,74,17,34.32216667
1,108,4,19.87316667
120,87,8,21.38816667
123,57,8,19.845
96,33,9,25.22633333
126,27,8,24.919
92,73,9,20.5025
124,47,8,18.9125
127,17,8,32.8105
6,18,21,23.40283333
121,77,8,21.831
38,41,2,25.28
33,91,2,13.50733333
31,4,2,7.718
34,81,2,15.8555
28,94,21,3.774666667
43,4,21,16.68366667
39,31,2,18.793
30,117,16,45.5705
31,107,16,30
35,71,2,15.50766667
78,113,12,10.3915
77,123,12,25.915
125,37,8,30.9515
36,61,2,22.5305
18,74,2,18.18883333
1,124,16,26.44533333
12,14,16,21.57716667
109,120,13,25.37433333
3,104,16,22.79083333
19,64,2,28.11166667
11,24,16,28.55766667
71,136,12,13.09316667
72,126,12,16.12366667
107,140,13,14.09216667
81,26,13,21.6885
80,36,13,29.34766667
17,84,2,17.30833333
73,116,12,10.97316667
108,130,13,28.76
76,133,12,17.46116667
82,16,13,34.5875
74,106,12,15.71066667
90,85,22,27.16666667
36,88,21,11.80983333
39,58,21,20.40816667
50,8,21,12.0155
38,68,21,29.03166667
125,138,4,11.4665
126,128,4,13.2995
128,108,4,15.05
127,118,4,24.19766667
14,3,4,18.36483333
109,125,4,9.3035
107,62,12,21.02333333
106,72,12,11.49716667
9,22,17,38.197
5,62,17,32.3075
108,52,12,15.8685
7,42,17,34.00783333
47,76,0,16.94016667
45,96,0,22.4555
42,106,15,3.923666667
60,6,0,18.815
109,42,12,14.32766667
40,126,15,22.2015
49,56,0,22.07183333
4,72,17,46.23883333
46,86,0,18.999
3,82,17,37.76733333
48,66,0,19.068
105,82,12,31.81216667
80,17,20,23.08483333
9,95,21,11.8385
7,54,10,18.39566667
5,74,10,19.45466667
132,33,14,6.443666667
130,53,14,8.649333333
134,13,14,27.109
8,44,10,22.80983333
80,141,0,13.8365
81,131,0,14.72683333
34,136,19,23.9635
57,32,1,25.41216667
37,106,19,24.42216667
56,42,1,11.638
83,111,0,11.469
36,116,19,27.91333333
52,82,1,10.413
82,121,0,21.217
58,22,1,17.8275
104,92,12,18.41783333
84,101,0,20.77383333
118,122,19,3.3565
93,16,1,29.614
92,26,1,20.0045
119,112,19,26.49633333
90,46,1,26.26666667
59,12,1,4.296
70,115,18,14.991
10,2,13,26.1605
71,105,18,7.304
91,36,1,22.64716667
55,52,1,12.8835
13,14,17,37.59383333
2,124,17,28.87383333
4,84,10,16.73083333
4,104,17,52.94366667
54,62,1,22.67883333
98,86,17,29.431
12,24,17,23.2485
1,134,17,19.9345
6,64,10,29.18516667
140,120,18,16.21916667
141,110,18,32.65316667
10,44,17,24.90183333
11,34,17,27.331
109,124,15,10.12016667
108,134,15,30.20483333
108,84,19,15.35583333
122,4,19,12.05016667
107,94,19,18.514
9,34,10,23.4295
80,9,19,17.66883333
69,59,19,10.34916667
67,79,19,14.093
109,74,19,17.382
65,99,19,16.43283333
66,89,19,16.41633333
69,3,8,25.24366667
84,114,10,13.6915
82,134,10,27.92466667
83,124,10,21.7435
1,77,13,22.92316667
4,47,13,22.73333333
5,37,13,20.89333333
3,57,13,22.24283333
124,1,6,12.76416667
6,27,13,24.41666667
119,130,7,5.500666667
118,140,7,25.54283333
28,121,18,2.218
26,141,18,19.4085
95,60,6,26.36733333
29,111,18,32.92133333
93,80,6,10.02616667
92,90,6,17.53533333
98,30,6,31.3255
20,17,4,19.05916667
99,20,6,24.92883333
39,123,10,18.297
59,69,15,9.614833333
58,79,15,19.90766667
57,89,15,23.59416667
20,78,1,8.141333333
26,18,1,3.689
24,38,1,11.234
56,99,15,38.9965
66,35,20,13.46233333
63,65,20,29.47266667
65,45,20,21.17816667
71,9,15,32.80933333
25,28,1,16.09666667
60,95,20,28.69533333
64,55,20,2.370833333
67,25,20,26.01016667
109,71,6,15.85516667
107,91,6,23.869
122,1,6,23.01433333
132,33,0,5.053166667
130,53,0,7.3835
108,81,6,29.97133333
134,13,0,19.26116667
30,113,2,2.8405
133,23,0,19.925
62,75,20,27.7855
23,48,1,20.009
21,68,1,36.14816667
21,1,10,36.94166667
87,104,22,29.53383333
85,124,22,28.8965
86,114,22,27.9975
60,122,17,17.1625
62,102,17,41.80783333
20,112,22,19.87516667
21,102,22,25.32733333
138,106,21,13.18716667
136,126,21,24.32983333
135,136,21,24.08516667
52,58,4,15.20083333
55,28,4,8.714666667
54,38,4,2.231
51,68,4,8.366666667
53,48,4,3.961166667
56,18,4,23.61666667
66,6,20,21.522
73,45,7,7.874166667
72,55,7,20.30933333
141,69,9,10.67066667
75,25,7,13.73416667
140,79,9,20.76083333
71,65,7,28.24233333
89,97,15,37.43883333
70,75,7,6.477166667
76,15,7,31.46883333
4,102,5,28.18833333
2,122,5,10.52733333
13,12,5,24.34716667
1,132,5,22.7445
102,11,3,16.99083333
101,21,3,12.91033333
100,31,3,22.90716667
10,42,5,26.54116667
11,32,5,22.8695
12,22,5,13.92566667
68,141,18,42.78883333
128,77,1,7.250833333
127,87,1,19.72033333
129,67,1,9.555666667
141,7,1,22.69666667
117,7,8,22.36883333
126,97,1,11.94916667
66,64,16,4.069333333
68,44,16,21.745
67,54,16,40.16383333
65,74,16,29.33633333
63,94,16,16.29683333
64,84,16,27.16216667
69,34,16,35.41833333
106,48,11,12.71716667
101,98,11,9.835333333
102,88,11,8.592333333
105,58,11,6.948166667
67,2,3,25.05733333
109,18,11,23.83683333
108,28,11,12.45716667
110,105,22,2.8435
104,68,11,21.16416667
95,94,15,19.584
99,54,15,13.66366667
36,125,19,8.266
37,115,19,29.28783333
38,105,19,28.81666667
111,4,13,19.0635
36,9,16,41.95716667
126,123,21,16.256
127,113,21,24.06833333
128,103,21,26.06383333
125,133,21,22.01533333
102,122,0,12.4095
101,132,0,27.70216667
104,102,0,4.3295
7,88,5,22.476
6,98,5,13.00766667
66,18,1,4.721
64,38,1,20.47216667
61,68,1,28.26783333
60,78,1,29.69766667
62,58,1,18.41733333
65,28,1,25.98416667
34,92,18,24.02166667
36,72,18,4.469333333
35,82,18,15.97716667
39,42,18,14.86633333
37,62,18,28.621
9,2,3,10.90366667
48,92,9,19.55266667
49,82,9,29.109
63,2,9,38.15833333
102,5,4,14.119
100,102,18,32.87083333
138,7,21,13.08366667
59,64,8,21.6375
71,4,8,35.14466667
95,9,19,12.77833333
56,94,8,23.67
57,84,8,22.49033333
36,75,21,16.61166667
37,65,21,18.30133333
34,95,21,16.2405
39,45,21,8.300666667
35,85,21,9.391666667
38,55,21,25.08333333
69,43,6,2.1145
66,73,6,10.87966667
64,93,6,13.92033333
67,63,6,14.1875
130,100,17,16.16133333
65,83,6,23.4125
61,106,2,20.042
98,118,19,28.14066667
96,138,19,25.89766667
97,128,19,22.79733333
96,8,15,30.6685
38,93,3,16.4315
39,83,3,9.745166667
129,40,12,18.39616667
101,117,19,12.48916667
102,107,19,17.0605
39,125,16,5.357666667
34,82,1,9.914166667
53,119,15,8.858666667
59,17,16,21.9275
33,92,1,24.6305
52,129,15,12.22216667
139,71,13,19.27083333
37,52,1,16.39333333
54,109,15,27.163
53,77,16,6.064666667
100,127,19,26.2
36,62,1,17.7695
138,81,13,9.002333333
56,47,16,22.7805
124,90,12,9.520666667
52,87,16,21.03816667
39,32,1,18.25566667
128,50,12,23.92433333
55,57,16,15.87333333
25,88,1,11.37533333
24,98,1,11.62983333
26,78,1,1.902333333
126,70,12,10.40383333
29,48,1,12.64916667
28,58,1,6.774833333
38,42,1,22.09383333
125,80,12,21.70416667
27,68,1,27.9555
136,2,18,27.88133333
42,75,10,16.944
41,85,10,3.489166667
29,141,17,24.1625
46,35,10,17.37033333
132,70,3,23.7915
131,80,3,7.293833333
40,95,10,15.54683333
136,30,3,17.21216667
76,2,1,18.2135
48,15,10,18.21116667
135,40,3,18.818
138,10,3,4.088166667
113,23,10,9.03
112,33,10,13.00516667
114,13,10,12.6715
43,29,8,7.764666667
44,19,8,24.621
111,43,10,32.35366667
42,39,8,15.63333333
40,59,8,32.95866667
104,5,10,21.94083333
43,65,10,9.544
130,90,3,10.27666667
41,49,8,42.69716667
75,44,2,11.5705
73,64,2,12.65433333
76,34,2,11.98616667
71,84,2,11.20866667
72,74,2,9.200833333
44,55,10,11.77166667
78,14,2,19.7485
69,122,8,8.250166667
68,132,8,41.9575
77,24,2,4.985833333
47,25,10,19.84566667
74,54,2,18.5
19,88,18,35.10766667
18,98,18,35.14166667
70,94,2,28.04166667
98,117,10,3.381333333
96,137,10,22.56566667
42,117,11,20.414
40,137,11,23.70216667
41,127,11,15.1595
25,139,16,18.93733333
26,129,16,9.209833333
28,109,16,24.58583333
35,136,2,18.36066667
38,106,2,18.37366667
27,119,16,17.155
36,126,2,10.2435
123,6,2,21.93266667
108,96,2,17.53133333
109,86,2,17.9875
6,121,20,19.935
17,11,20,15.97466667
4,141,20,6.965
90,121,5,14.91366667
92,101,5,15.84216667
18,138,3,20.958
19,128,3,12.2995
13,51,20,11.186
91,111,5,13.985
8,101,20,16.75916667
59,5,19,3.0895
11,71,20,12.2345
14,41,20,25.85816667
10,81,20,16.32633333
107,26,20,20.34533333
100,96,20,9.458
101,86,20,17.38433333
65,128,12,4.178333333
66,118,12,20.313
64,138,12,21.703
106,36,20,9.134833333
67,108,12,21.57583333
103,66,20,21.78966667
15,31,20,32.31166667
105,46,20,14.0325
25,61,18,11.46883333
24,71,18,9.998166667
29,21,18,3.497666667
12,61,20,23.9455
104,56,20,27.25983333
23,81,18,37.20783333
64,5,13,20.87833333
49,95,13,29.76116667
28,31,18,11.15416667
108,16,20,30.69833333
5,131,20,27.24066667
137,30,14,27.882
136,40,14,18.8825
134,60,14,29.72966667
141,132,0,9.635833333
102,76,20,27.74583333
135,50,14,15.41933333
138,20,14,35.3455
59,99,22,11.77233333
7,111,20,27.5055
131,90,14,23.31283333
106,40,17,13.45033333
108,20,17,27.97683333
77,8,20,21.98933333
86,88,0,14.5895
87,78,0,5.027166667
109,10,17,10.81116667
16,21,20,27.474
85,98,0,36.47216667
104,60,17,18.44216667
89,58,0,12.89616667
73,130,10,15.30716667
76,100,10,22.0565
74,120,10,21.76383333
4,94,15,24.60066667
66,132,4,14.83866667
8,54,15,24.37783333
72,140,10,18.71083333
95,6,20,32.80283333
132,80,14,15.65416667
103,70,17,18.16416667
5,84,15,30.5555
27,41,18,32.45716667
9,44,15,38.2195
101,90,17,3.521166667
139,10,14,25.2805
88,68,0,19.144
75,110,10,22.55483333
107,30,17,37.6855
102,80,17,32.91516667
125,17,2,2.711166667
120,67,2,18.051
121,57,2,7.5425
124,27,2,18.14416667
22,5,3,14.50966667
122,47,2,28.21433333
104,3,18,25.1325
123,37,2,11.68716667
100,18,0,5.273
130,47,21,18.39816667
132,27,21,23.26366667
131,37,21,24.7715
103,11,6,32.42866667
100,41,6,14.05
101,31,6,20.9965
102,21,6,23.216
4,73,0,13.492
9,23,0,10.21433333
2,93,0,10.1225
13,106,5,9.4515
5,63,0,21.21816667
11,126,5,16.906
7,43,0,12.92333333
135,18,8,36.15433333
134,28,8,19.63916667
132,48,8,26.607
131,58,8,10.21216667
130,68,8,18.73966667
39,48,4,16.71133333
37,68,4,20.618
36,78,4,16.13966667
40,17,12,18.137
141,76,9,13.03283333
140,86,9,29.30483333
39,100,13,12.48583333
62,4,10,12.64933333
47,94,10,9.890333333
36,130,13,12.2445
74,1,14,18.89183333
39,70,13,19.55166667
35,140,13,9.609833333
37,120,13,33.84816667
36,75,3,14.53
39,45,3,7.733833333
49,74,10,12.17383333
34,95,3,14.10366667
35,85,3,8.819833333
37,65,3,18.44083333
38,55,3,25.87266667
130,101,12,10.83816667
24,44,8,10.44866667
22,64,8,36.41666667
26,24,8,27.556
20,84,8,32.71283333
81,92,2,12.675
85,52,2,5.321166667
86,42,2,26.2045
123,105,14,7.1475
122,115,14,20.19333333
121,125,14,7.275833333
84,62,2,12.46866667
120,135,14,34.457
27,14,8,16.06533333
41,64,7,16.68066667
45,24,7,9.109166667
43,44,7,29.232
23,54,8,25.89
46,14,7,35.46633333
88,22,2,3.255666667
44,34,7,14.0425
25,34,8,35.6625
83,72,2,17.38833333
42,54,7,21.456
40,74,7,22.7545
87,32,2,4.415166667
73,76,13,23.086
76,46,13,9.882
75,56,13,26.11966667
89,12,2,29.13166667
78,26,13,2.468333333
11,117,23,27.60983333
77,36,13,19.875
12,107,23,25.3565
74,66,13,19.924
69,141,9,14.543
71,96,13,24.856
115,114,11,13.00183333
113,134,11,34.4335
114,124,11,22.8225
45,2,15,42.21
86,78,9,16.79216667
85,88,9,27.74616667
88,58,9,26.96266667
86,8,16,37.04483333
87,68,9,28.4395
30,106,4,20.031
84,126,17,41.46183333
86,106,17,32.43933333
118,138,12,21.12583333
119,128,12,11.24866667
83,136,17,28.778
85,116,17,38.5445
42,87,1,18.9435
49,17,1,10.888
46,47,1,16.00183333
48,27,1,7.754833333
59,75,12,3.324666667
72,5,12,29.27783333
2,19,22,15.51383333
57,95,12,27.048
43,77,1,6.225333333
58,85,12,25.56966667
45,57,1,5.104333333
137,92,20,17.75566667
138,82,20,27.57766667
139,72,20,26.14583333
47,37,1,19.78183333
36,134,15,5.384
38,114,15,34.35833333
39,104,15,27.254
44,67,1,13.15983333
41,97,1,33.5855
71,16,13,18.4475
70,26,13,23.61666667
77,103,2,16.398
75,123,2,22.93816667
76,113,2,16.29383333
54,90,8,21.78033333
57,60,8,19.31366667
56,70,8,45.37066667
124,5,12,18.89583333
55,80,8,22.93383333
139,6,3,18.56166667
44,17,4,4.677
41,47,4,23.52066667
43,27,4,2.035833333
40,57,4,11.2605
56,134,15,31.7555
73,107,22,12.6325
70,137,22,15.00666667
34,132,1,10.32733333
71,127,22,13.18866667
57,124,15,4.196166667
72,117,22,24.97
58,114,15,5.141166667
35,122,1,22.273
59,104,15,26.49483333
121,100,11,25.89383333
120,110,11,27.9785
109,5,11,19.5445
50,12,12,27.71
54,7,10,17.48983333
39,97,10,18.43333333
133,46,1,11.44083333
141,36,23,27.658
132,56,1,13.68283333
140,46,23,22.37433333
111,59,3,18.24416667
2,100,13,17.2415
10,20,13,48.88333333
134,36,1,3.714333333
90,111,6,16.69716667
91,101,6,27.43166667
113,39,3,13.81766667
11,10,13,29.09916667
115,19,3,22.30083333
1,110,13,19.1155
131,66,1,13.252
72,113,12,36.38583333
73,103,12,26.26983333
71,123,12,8.846166667
136,16,1,34.21216667
87,118,1,7.068833333
86,128,1,2.189333333
85,138,1,27.84783333
88,108,1,21.52433333
122,85,18,19.61466667
126,45,18,12.93483333
128,25,18,28.69533333
125,55,18,9.220833333
121,95,18,20.98166667
3,5,0,22.10166667
124,65,18,19.5825
78,80,23,17.06983333
77,90,23,9.524333333
127,35,18,8.524666667
23,138,23,31.62166667
24,128,23,11.39166667
25,118,23,19.54716667
26,108,23,29.82416667
123,75,18,32.08
129,15,18,36.25
50,28,11,24.03566667
51,18,11,28.05116667
93,20,12,8.442833333
91,40,12,9.956666667
90,50,12,4.7635
92,30,12,32.49633333
95,9,5,9.041
86,132,14,24.74933333
87,122,14,15.403
83,56,6,20.76166667
80,86,6,26.28033333
84,46,6,10.9025
86,26,6,10.354
87,16,6,28.40383333
82,66,6,10.74016667
27,4,21,19.35683333
75,125,18,18.115
76,115,18,35.27016667
74,135,18,18.07783333
77,105,18,28.24033333
85,36,6,26.76166667
39,79,20,28.86666667
52,9,20,16.73333333
82,30,1,4.683833333
81,40,1,14.43683333
75,18,13,19.00716667
71,58,13,10.25566667
137,102,2,8.795166667
6,5,15,22.98016667
135,122,2,14.82366667
83,20,1,16.02133333
136,112,2,12.33433333
74,28,13,18.36933333
73,38,13,33.51766667
140,94,22,3.442
141,84,22,22.73516667
72,48,13,23.833
96,2,13,8.846333333
70,68,13,26.74833333
85,123,7,20.71783333
86,113,7,7.7915
84,133,7,22.48333333
129,140,9,8.985833333
4,23,5,8.454166667
2,43,5,2.605666667
5,13,5,17.64983333
95,45,17,29.05316667
141,132,18,13.51016667
93,65,17,15.16766667
26,5,9,15.4635
92,75,17,27.267
91,85,17,20.66266667
132,17,2,24.93316667
130,73,18,20.21983333
109,103,22,4.0535
131,63,18,11.85283333
20,103,4,32.10433333
135,23,18,38.7465
65,108,6,17.52466667
136,13,18,2.776333333
63,128,6,26.10483333
81,35,15,29.90733333
82,25,15,38.5225
108,113,22,16.363
80,45,15,24.7715
24,107,16,17.20383333
94,55,17,14.1365
90,16,18,9.263666667
64,118,6,13.72816667
141,90,15,33.9065
106,133,22,17.24083333
32,41,18,6.1975
33,31,18,26.37716667
58,117,14,28.84283333
57,127,14,20.85333333
59,107,14,28.2615
31,51,18,14.75516667
62,138,6,24.79266667
56,137,14,37.73333333
30,61,18,31.933
35,11,18,21.8275
118,4,20,14.43133333
97,25,17,7.037333333
134,33,18,33.9795
34,21,18,37.66666667
49,83,16,28.48583333
48,93,16,22.12016667
98,15,17,23.83883333
89,63,6,8.9125
88,73,6,18.7475
107,123,22,14.94716667
86,93,6,12.57233333
87,83,6,15.08833333
132,53,18,37.46
111,109,13,16.66
38,45,10,24.01083333
33,95,10,7.539166667
34,85,10,13.55833333
36,65,10,22.37466667
39,35,10,20.65533333
112,93,2,8.766666667
115,63,2,18.55033333
119,23,2,14.57933333
109,88,20,11.5015
118,33,2,14.4905
114,73,2,10.623
39,9,17,35.55133333
113,83,2,20.12316667
66,42,2,7.593666667
69,12,2,8.828166667
81,23,12,29.527
47,115,8,20.13133333
82,13,12,31.37483333
45,135,8,17.88316667
60,105,8,31.83733333
80,33,12,10.6435
62,82,2,8.637666667
11,128,19,23.43133333
13,108,19,4.782833333
79,95,0,4.678
94,5,0,25.36816667
141,138,16,42.83083333
12,118,19,2.037333333
1,108,8,24.41833333
46,125,8,28.91683333
10,138,19,5.000833333
48,105,8,24.10716667
65,52,2,21.66616667
36,134,1,3.759333333
39,104,1,15.49066667
77,6,10,15.61133333
66,123,20,13.3735
54,137,16,36.125
55,127,16,20.06966667
67,113,20,25.79566667
57,107,16,14.3695
67,32,2,16.76333333
65,133,20,23.651
126,136,17,32.91466667
129,106,17,13.55583333
111,129,11,18.0525
113,109,11,23.98566667
127,126,17,30.991
64,62,2,9.997333333
112,119,11,24.02583333
128,116,17,43.473
41,4,5,6.221333333
26,94,5,15.30833333
109,137,21,14.88583333
28,74,5,12.477
26,137,23,29.98033333
28,88,16,21.9575
28,117,23,21.41833333
68,22,2,20.9
29,78,16,32.3
42,8,16,32.4975
27,127,23,27.3455
27,98,16,40.37566667
52,9,12,14.93233333
42,51,4,11.516
44,31,4,13.50266667
2,141,8,15.84483333
10,61,8,18.10166667
14,21,8,19.08683333
13,31,8,2.141
46,11,4,8.2225
11,51,8,6.715666667
43,41,4,22.9435
5,111,8,28.7655
40,71,4,10.035
4,121,8,22.36716667
109,55,4,17.006
120,5,4,14.14133333
108,120,20,26.45416667
38,121,7,31.789
34,6,11,24.95833333
106,140,20,7.2635
39,111,7,13.42383333
19,96,11,20.7755
107,130,20,13.59233333
107,75,4,17.7385
45,21,4,24.65
109,110,20,27.38616667
15,11,8,42.70766667
106,85,4,19.31366667
36,141,7,35.3325
6,101,8,16.80083333
110,106,17,18.15933333
12,41,8,19.38566667
19,93,2,5.801833333
108,65,4,14.65166667
129,48,4,22.12933333
127,68,4,10.14316667
125,88,4,9.877
124,98,4,14.72083333
128,58,4,28.41983333
126,78,4,22.05
88,118,18,20.91816667
86,138,18,26.42133333
87,128,18,12.39883333
61,104,8,20.24633333
60,114,8,39.28333333
115,125,3,2.6485
136,5,9,23.90633333
117,105,3,23.79616667
89,108,18,18.88966667
116,115,3,17.77733333
4,96,13,18.3545
5,86,13,4.0795
91,13,2,7.383833333
9,46,13,14.41066667
30,119,18,12.31633333
31,109,18,34.6485
130,39,2,3.869166667
132,19,2,10.356
26,100,13,3.397
23,130,13,28.24933333
24,120,13,19.48783333
22,140,13,26.50483333
93,11,12,15.05733333
39,24,4,12.398
133,122,6,24.20883333
92,21,12,52.575
135,102,6,4.398666667
33,84,4,14.95383333
36,54,4,23.931
104,2,9,30.155
91,31,12,9.758
113,55,21,15.84216667
110,85,21,27.43333333
112,65,21,15.57766667
114,45,21,13.12816667
32,94,4,17.47383333
64,91,4,19.1625
66,71,4,4.824833333
68,51,4,10.15866667
40,100,1,22.59666667
115,35,21,22.06333333
93,4,6,2.7695
78,94,6,14.537
79,84,6,8.306333333
111,75,21,16.88166667
75,108,13,29.79616667
69,41,4,19.499
74,118,13,21.24716667
117,15,21,22.0675
73,128,13,30.47966667
65,81,4,9.1935
88,83,21,20.72
89,73,21,8.94
27,30,8,19.67266667
87,39,23,13.317
82,89,23,19.1775
21,90,8,20.89033333
47,140,22,14.18933333
48,130,22,11.6465
24,60,8,14.0165
85,59,23,15.31033333
87,93,21,10.02016667
58,1,10,10.00233333
86,49,23,16.9435
49,120,22,18.3155
28,20,8,41.51666667
81,99,23,16.44466667
140,119,12,16.32316667
141,109,12,23.09933333
90,41,12,29.76066667
62,4,18,14.73566667
47,94,18,11.20083333
89,19,23,16.17533333
49,74,18,14.02283333
116,25,21,28.56766667
26,40,8,23.762
83,79,23,16.2175
23,70,8,30.628
88,29,23,18.03933333
34,74,4,17.81116667
25,50,8,13.56766667
69,139,12,13.16916667
35,64,4,11.28916667
29,10,8,22.06833333
71,102,11,18.19266667
4,31,22,8.493666667
135,50,20,13.7725
134,60,20,24.77566667
137,30,20,27.60466667
88,107,12,18.48466667
86,127,12,27.77083333
6,11,22,23.73333333
87,117,12,43.30316667
5,21,22,7.653333333
136,40,20,15.39266667
64,67,9,14.59966667
65,57,9,15.426
62,87,9,16.87633333
66,47,9,14.47983333
67,37,9,26.586
138,20,20,30.67566667
61,97,9,15.99583333
19,94,3,21.5185
34,4,3,13.8475
1,61,22,32.4545
69,17,9,25.382
5,94,0,27.26283333
132,80,20,12.56083333
139,66,1,13.5405
136,96,1,20.44416667
8,6,12,8.105
137,86,1,24.6875
71,23,7,21.48433333
72,13,7,23.2225
96,4,3,16.02533333
70,33,7,28.04066667
139,10,20,24.40416667
28,62,8,21.26466667
90,78,10,30.36566667
96,18,10,18.39883333
26,82,8,7.280333333
93,48,10,15.16783333
25,92,8,27.02566667
92,58,10,20.38866667
29,52,8,41.24083333
91,68,10,14.4785
95,28,10,17.31583333
97,104,17,15.46116667
94,134,17,28.75
95,124,17,35.281
131,90,20,18.26766667
124,73,3,10.11216667
122,93,3,8.772
13,6,12,25.17833333
128,33,3,17.2795
123,83,3,14.46716667
129,23,3,5.302166667
52,58,12,18.03633333
100,66,19,14.82266667
55,28,12,9.382666667
18,13,15,33.49083333
13,63,15,3.887166667
54,38,12,2.8355
34,1,18,17.72133333
101,56,19,26.5455
19,91,18,13.6955
14,53,15,7.472666667
58,56,4,12.1595
104,26,19,30.41666667
56,76,4,12.227
51,68,12,10.958
7,75,3,11.40516667
57,66,4,10.917
61,18,22,28.87916667
60,28,22,23.52966667
53,48,12,4.786333333
5,95,3,13.83233333
75,44,4,11.58783333
73,64,4,12.76866667
10,93,15,43.85483333
35,127,14,7.940166667
36,117,14,24.2615
56,18,12,30.2485
129,39,16,14.14983333
128,49,16,37.88133333
126,69,16,21.0895
76,34,4,12.646
125,63,3,20.724
124,89,16,22.8345
9,55,3,15.8445
72,74,4,8.692833333
59,46,4,13.89933333
12,73,15,44.13883333
34,137,14,28.15483333
109,87,9,39.24816667
108,97,9,27.67616667
54,96,4,3.3495
8,113,15,39.60216667
127,59,16,35.32266667
78,14,4,20.34666667
42,56,1,11.8325
44,36,1,2.898333333
115,140,18,14.70433333
45,26,1,12.353
71,84,4,12.16383333
60,107,18,29.1305
40,76,1,10.4985
119,100,18,5.232833333
43,46,1,18.49116667
55,86,4,15.18833333
116,130,18,26.65833333
7,123,15,41.82383333
117,120,18,36.259
53,120,23,9.104833333
55,100,23,10.70766667
51,140,23,18.119
77,24,4,5.003333333
52,130,23,25
103,36,19,25.5555
15,43,15,10.017
41,66,1,13.8475
125,79,16,30.7015
74,54,4,16.40283333
102,46,19,30.95
65,119,8,12.19883333
64,129,8,5.909166667
66,109,8,18.5915
126,53,3,10.56666667
11,83,15,24.75716667
11,106,7,13.06816667
127,43,3,26.90283333
16,33,15,38.40183333
108,9,14,12.198
5,41,8,21.2875
3,61,8,10.00416667
1,81,8,24.67916667
7,21,8,13.865
77,137,23,14.16666667
78,127,23,15.001
8,11,8,41.22783333
19,76,21,9.7395
18,86,21,15.93866667
21,5,16,10.45733333
32,6,21,35.36933333
17,96,21,22.6
2,71,8,39.97283333
48,6,16,22.39766667
17,23,15,26.24166667
4,51,8,28.24333333
80,32,15,19.56583333
81,22,15,2.126666667
97,2,22,27.84166667
82,12,15,6.685166667
118,104,21,18.96866667
115,134,21,3.927333333
116,124,21,23.6675
111,101,23,14.0065
70,113,4,16.72916667
110,111,23,10.11166667
122,33,1,15.84533333
120,53,1,8.427166667
124,13,1,12.812
128,11,15,35.30083333
121,81,15,18.37183333
127,21,15,40.11833333
121,43,1,29.2875
125,41,15,26.36733333
10,7,10,9.571333333
122,71,15,27.0835
40,44,16,18.75816667
42,24,16,16.4025
41,34,16,11.718
123,61,15,37.2185
123,23,1,25.405
43,14,16,20.11466667
124,51,15,22.26933333
20,106,5,16.08683333
126,31,15,30.3275
34,132,5,9.541833333
35,122,5,17.84616667
120,91,15,40.6055
116,90,23,26.39366667
118,70,23,12.467
119,60,23,18.4005
139,121,5,19.278
137,141,5,23.4865
82,92,7,27.27716667
85,62,7,9.880333333
83,82,7,15.84616667
130,87,21,23.84766667
132,67,21,15.1935
73,109,2,14.70883333
87,42,7,25.172
131,77,21,22.3825
71,129,2,10.72883333
86,52,7,25.41566667
134,47,21,20.70133333
70,139,2,9.6725
72,119,2,16.5715
136,27,21,23.52016667
89,22,7,26.6225
133,57,21,23.5035
88,32,7,39.57366667
68,82,0,26.2755
82,2,0,19.25816667
67,92,0,20.22783333
137,75,3,15.0235
136,85,3,12.75
100,46,3,18.21316667
138,65,3,16.94083333
101,36,3,13.65283333
102,26,3,21.898
139,55,3,13.85866667
121,25,5,15.06766667
122,15,5,14.39316667
69,1,20,32.28883333
60,18,23,22.79583333
103,16,3,16.53433333
120,35,5,17.14166667
109,68,18,24.275
107,88,18,20.76366667
19,61,15,41.8
106,98,18,24.88183333
18,71,15,17.646
108,78,18,34.70783333
17,81,15,17.28683333
121,8,18,32.9205
31,1,15,24.42283333
37,1,1,31.47616667
20,1,7,31.21416667
78,111,14,18.98533333
76,131,14,18.34183333
75,141,14,10.951
102,1,4,15.96266667
79,101,14,29.00133333
77,121,14,28.82533333
61,113,20,27.52016667
60,123,20,31.618
34,64,15,8.7535
39,14,15,15.98533333
36,44,15,4.357333333
20,15,14,31.44733333
38,24,15,17.953
32,84,15,32.2905
90,102,6,4.025666667
31,94,15,18.91333333
82,40,20,23.03183333
81,50,20,13.55216667
83,30,20,22.62016667
84,20,20,31.9675
58,93,11,22.26
73,3,11,27.5805
39,93,14,29.875
54,3,14,26.15916667
20,27,17,29.702
21,17,17,32.0655
33,74,15,43.957
137,90,2,9.757166667
139,70,2,9.566833333
127,9,9,21.95883333
53,125,18,21.402
54,115,18,24.4815
55,105,18,13.57316667
92,93,5,30.63333333
94,73,5,11.53083333
95,63,5,14.14766667
96,53,5,6.920666667
93,83,5,15.229
121,130,10,13.4535
120,140,10,14.596
122,120,10,11.75683333
123,110,10,6.961166667
124,100,10,21.29433333
50,14,14,15.1885
111,3,6,25.28616667
139,82,11,10.24516667
138,92,11,21.74666667
95,35,20,8.236166667
90,85,20,26.6285
94,45,20,8.084
97,15,20,20.4445
93,55,20,18.75566667
92,65,20,23.798
14,4,11,18.19916667
96,25,20,21.75366667
28,50,19,21.8365
27,60,19,13.047
