sourceid,dstid,hod,ride time
42,135,5,16.0605
131,19,7,22.13083333
1,33,11,24.21933333
2,23,11,25.37183333
130,29,7,24.99166667
44,115,5,2.541166667
75,4,8,21.51483333
43,125,5,21.73416667
96,11,13,35.89083333
129,127,4,10.28316667
128,137,4,17.7225
18,107,11,18.892
93,41,13,9.605
132,43,15,25.046
134,23,15,39.252
135,13,15,30.25383333
133,33,15,26.55416667
15,137,11,25.17266667
92,51,13,26.86166667
69,141,23,10.473
95,21,13,22.25416667
141,31,12,15.4565
140,41,12,13.64933333
116,121,8,13.046
115,131,8,15.09716667
118,101,8,19.24383333
139,74,4,13.885
114,141,8,45.266
117,111,8,25.62083333
70,117,18,25.28066667
71,107,18,4.507333333
59,128,5,5.026
58,138,5,20.11333333
111,117,2,28.65283333
110,127,2,14.15966667
70,108,18,34.22916667
28,116,8,15.8935
27,126,8,23.383
29,106,8,38.86133333
26,136,8,39.99333333
49,75,13,9.458166667
62,5,13,26.6095
80,12,19,26.6105
48,85,13,19.42466667
47,95,13,22.27783333
87,115,14,29.91383333
88,105,14,21.20966667
86,125,14,28.867
85,118,1,18.68516667
83,138,1,22.21183333
84,128,1,27.82216667
137,75,17,22.64616667
136,85,17,20.034
78,68,11,20.5135
77,78,11,18.44883333
86,108,1,22.16083333
75,98,11,17.76066667
138,65,17,23.03966667
90,8,11,13.3725
139,55,17,20.3535
76,88,11,30.85783333
135,95,17,45.94283333
138,75,20,13.82783333
136,95,20,10.54166667
139,65,20,4.468
33,2,8,28.18916667
19,82,8,30.38833333
18,92,8,23.58216667
22,4,18,31.67583333
94,95,1,10.8225
98,55,1,24.0685
79,58,11,16.595
97,65,1,17.32383333
96,75,1,8.459166667
95,85,1,2.394833333
99,45,1,24.55333333
40,126,17,26.65766667
41,116,17,42.28333333
106,124,6,7.643
107,114,6,10.13333333
105,134,6,20.669
42,106,17,5.255666667
71,27,11,25.36266667
72,17,11,15.60283333
79,136,20,10.67883333
59,120,17,12.87366667
57,140,17,20.5455
58,130,17,22.73816667
86,2,16,13.22883333
54,69,6,5.715666667
57,39,6,5.865833333
52,89,6,7.2475
55,59,6,17.39966667
59,19,6,14.175
28,90,5,12.10716667
56,49,6,37.74766667
5,53,23,10.148
7,33,23,33.82916667
93,75,10,14.51033333
98,25,10,8.130166667
91,95,10,11.96116667
127,2,0,22.32783333
99,15,10,3.264
9,13,23,19.14633333
54,113,14,19.53283333
53,123,14,34.6945
7,3,20,2.945833333
4,63,23,13.2005
96,45,10,26.00666667
55,103,14,31.72416667
1,93,23,28.813
52,133,14,23.80916667
94,65,10,29.85416667
3,73,23,29.44583333
95,55,10,23.2115
84,132,8,30.29633333
85,122,8,19.44216667
8,97,8,9.591333333
9,87,8,17.73783333
92,85,10,37.10833333
87,102,8,34.2945
86,112,8,21.43933333
6,43,23,24.76666667
109,103,10,3.916833333
106,133,10,19.84266667
108,113,10,21.34366667
6,81,23,10.17583333
8,61,23,9.565333333
107,123,10,15.87983333
5,91,23,22.8265
120,15,11,28.66016667
2,83,23,32.0445
7,71,23,25.17566667
139,90,16,28.37883333
74,102,4,11.72616667
71,132,4,18.04283333
73,112,4,13.19633333
72,122,4,23.11666667
93,76,7,10.45166667
97,36,7,23.56566667
96,46,7,25.7025
95,56,7,10.601
94,66,7,11.919
99,16,7,24.3555
92,86,7,44.142
75,117,13,21.77
73,137,13,21.37383333
76,107,13,30.66916667
127,141,20,19.364
129,121,20,17.66833333
128,131,20,31.38133333
103,28,8,28.95433333
101,48,8,14.84916667
104,18,8,34.6415
102,38,8,27.2855
127,1,5,15.91766667
41,95,9,5.855333333
45,55,9,8.551833333
90,49,22,4.278666667
91,39,22,22.31766667
100,58,8,34.28916667
35,83,3,4.902
119,121,9,20.8755
117,141,9,38.39366667
34,93,3,15.39866667
48,25,9,11.04433333
37,63,3,13.18683333
93,19,22,5.6675
42,85,9,25.79
60,123,14,34.15333333
72,88,7,16.6325
71,131,23,8.277166667
70,141,23,16.83016667
75,58,7,31.0815
73,111,23,4.86
124,5,4,14.75316667
76,48,7,25.982
72,121,23,16.27183333
140,17,15,16.54733333
61,113,14,30.43816667
73,78,7,24.5185
46,45,9,21.45833333
1,10,0,26.669
60,105,16,34.284
74,101,23,11.59516667
38,53,3,6.490166667
118,131,9,32.32583333
43,75,9,10.55216667
77,38,7,2.6755
36,73,3,14.518
109,95,4,28.97616667
44,65,9,21.4295
78,28,7,17.90283333
47,35,9,21.85333333
137,60,7,21.951
138,50,7,16.71583333
27,7,16,19.57816667
134,90,7,16.244
79,18,7,40.2375
139,40,7,28.925
133,128,20,22.62433333
135,108,20,25.98266667
134,118,20,23.216
132,138,20,28.97183333
81,100,18,16.2435
80,110,18,19.6495
26,137,19,31.0275
28,117,19,25.2815
49,15,9,18.64183333
25,113,12,28.28816667
24,123,12,17.00433333
23,133,12,27.1875
87,39,13,16.3155
82,89,13,23.7735
41,31,21,19.00433333
85,59,13,15.86983333
4,13,12,10.25916667
86,49,13,21.76166667
2,33,12,27.40983333
81,99,13,18.41416667
17,4,10,30.28966667
90,29,0,15.5185
91,19,0,10.178
40,41,21,17.86533333
42,21,21,26.696
89,19,13,18.99166667
60,27,9,14.02616667
83,79,13,19.366
77,4,4,13.86766667
43,11,21,27.65116667
96,141,3,11.28766667
98,121,3,20.38366667
99,111,3,26.02516667
88,29,13,22.962
70,19,11,26.25416667
5,96,6,4.104333333
9,56,6,16.237
6,86,6,38.92783333
79,5,17,29.4645
119,138,1,18.70083333
66,49,3,16.21366667
69,19,3,16.5275
61,99,3,5.8025
63,79,3,4.044
62,89,3,9.686833333
28,140,13,10.52216667
29,130,13,22.616
65,59,3,1.7045
59,53,22,4.393
55,93,22,15.9565
67,39,3,13.18716667
19,96,3,16.66283333
58,63,22,13.2935
64,69,3,19.285
70,3,22,17.58133333
56,83,22,19.58033333
127,4,20,12.65166667
26,115,9,18.52116667
24,135,9,9.304666667
25,125,9,15.44233333
21,6,7,27.53
27,105,9,28.61666667
57,73,22,10.92516667
31,136,0,1.075
34,106,0,6.512333333
32,126,0,27.2605
33,116,0,29.59633333
34,6,3,21.61866667
129,91,4,15.35883333
88,18,7,25.07483333
81,88,7,4.2435
84,58,7,11.8315
85,48,7,23.71933333
82,78,7,3.837166667
83,68,7,16.62466667
15,61,5,5.679833333
18,31,5,25.38683333
14,71,5,11.1145
86,38,7,12.6605
12,91,5,27.26666667
19,21,5,18.52316667
87,28,7,27.20733333
7,141,5,20.86066667
119,11,23,21.164
115,51,23,15.43733333
113,71,23,23.27033333
118,21,23,12.33383333
117,31,23,34.8805
106,72,2,9.0185
104,92,2,15.824
83,19,23,21.13983333
59,99,2,11.2775
81,39,23,11.70316667
43,139,22,13.17616667
107,62,2,14.95733333
82,29,23,20.06133333
18,91,17,33.161
33,1,17,29.87433333
87,90,2,23.61866667
45,119,22,12.59166667
19,81,17,41.84766667
44,129,22,14.37933333
111,91,23,12.27033333
46,109,22,33.52783333
20,31,22,21.829
22,11,22,21.37633333
139,113,2,7.973
138,123,2,18.9155
11,44,8,22.88016667
3,124,8,25.45533333
13,24,8,25.25883333
45,2,17,40.25983333
5,104,8,24.60583333
112,81,23,27.90283333
12,34,8,20.5695
108,52,2,13.72716667
13,81,5,16.75516667
4,114,8,27.553
109,42,2,13.80266667
10,54,8,34.67783333
2,134,8,47.41883333
105,82,2,24.52166667
102,138,5,7.678666667
103,128,5,25.715
105,108,5,9.331833333
104,118,5,18.97783333
78,57,13,17.7335
75,87,13,18.35133333
76,77,13,21.15116667
79,47,13,20.07266667
1,59,13,24.54266667
5,19,13,14.21433333
74,97,13,20.92033333
4,29,13,26.21516667
2,49,13,26.44016667
31,36,19,23.29933333
32,26,19,16.61583333
30,46,19,17.97716667
33,16,19,35.43333333
48,96,17,12.2465
49,86,17,22.142
12,106,6,20.01
11,116,6,4.0965
10,126,6,21.19816667
65,133,0,20.76116667
66,123,0,13.08766667
67,113,0,21.71616667
10,14,22,19.45383333
1,104,22,24.77616667
26,66,12,10.86733333
27,56,12,29.80666667
40,12,17,34.9545
28,46,12,18.20416667
24,86,12,13.586
3,8,19,2.666666667
104,5,20,18.928
23,96,12,25.71333333
34,57,5,10.43616667
33,67,5,9.6315
29,36,12,25.49516667
48,97,2,12.10283333
49,87,2,19.07266667
30,97,5,22.20883333
32,77,5,17.10216667
100,1,14,30.11183333
9,82,21,14.78933333
93,117,9,33.68516667
94,107,9,16.23266667
92,127,9,27.01833333
35,47,5,17.87133333
61,32,22,37.53333333
97,3,9,12.40116667
62,22,22,21.23266667
60,42,22,22.63733333
19,140,19,29.18533333
119,62,11,19.25933333
117,82,11,34.20633333
31,87,5,20.79666667
116,92,11,25.35216667
118,72,11,34.95633333
121,15,6,29.37883333
25,14,4,10.7645
22,44,4,11.83166667
19,2,6,17.6285
20,64,4,10.34366667
120,25,6,21.26633333
21,54,4,4.215833333
23,34,4,9.393833333
78,141,15,15.45116667
79,131,15,13.9755
27,9,18,24.44366667
25,3,18,6.040333333
78,52,8,15.65816667
74,92,8,10.7815
75,82,8,16.58916667
56,66,7,26.38566667
54,86,7,14.063
79,42,8,20.242
59,36,7,21.14833333
53,96,7,10.62633333
28,80,16,12.4105
27,90,16,27.75266667
29,70,16,9.632166667
55,76,7,17.22366667
39,132,14,27.149
57,56,7,24.4665
25,126,16,12.46916667
54,53,11,7.214333333
56,33,11,20.4405
58,46,7,21.882
24,136,16,31.98483333
76,72,8,46.67383333
58,13,11,9.102
50,59,3,16.63633333
52,73,11,17.12783333
92,39,19,18.078
94,19,19,20.79016667
77,62,8,26.5215
93,29,19,25.21466667
52,39,3,19.26383333
57,23,11,27.91616667
90,59,19,14.98133333
53,29,3,11.4205
26,116,16,38.71316667
54,19,3,20.67983333
120,25,12,23.79483333
121,15,12,28.42
52,20,3,14.66733333
98,2,7,45.9985
32,127,13,24.76783333
34,107,13,15.42966667
50,93,11,27.95716667
106,123,15,13.86633333
105,133,15,16.14783333
107,113,15,33.7915
27,106,16,30.9855
27,1,0,26.67666667
95,48,8,26.89583333
90,98,8,9.167333333
92,78,8,36.2815
51,83,11,23.66116667
94,58,8,11.33566667
93,68,8,28.868
97,28,8,25.76066667
96,38,8,10.932
140,25,14,24.37166667
141,15,14,21.86966667
91,88,8,30.2
98,18,8,40.79416667
28,141,2,26.51083333
31,95,10,12.42016667
33,75,10,22.93183333
38,25,10,19.2515
120,132,7,25.58366667
123,102,7,26.70633333
121,122,7,28.5635
32,85,10,7.487166667
122,112,7,20.056
141,124,7,22.0905
140,134,7,20.8605
34,65,10,25.7505
136,9,21,14.15
120,5,12,14.79
107,75,12,21.06916667
107,139,11,22.93066667
109,119,11,24.03666667
108,129,11,24.80266667
108,65,12,14.65916667
36,45,10,10.86916667
109,55,12,21.46166667
96,127,13,38.831
97,117,13,16.38066667
106,85,12,24.82916667
35,55,10,14.174
98,107,13,24.7
10,3,18,7.226166667
105,95,12,20.12633333
37,35,10,25.33816667
14,120,20,14.32316667
13,130,20,17.81416667
19,141,22,9.381
12,140,20,21.6605
16,100,20,21.6725
39,15,10,33.90933333
40,100,23,23.52666667
99,126,11,19.9695
128,136,9,18.0035
129,126,9,22.68883333
75,106,23,15.86966667
73,126,23,13.33333333
72,136,23,23.899
86,1,19,30.14483333
43,138,7,26.23483333
45,118,7,27.24866667
44,128,7,30.47866667
102,104,10,5.014666667
101,114,10,21.36133333
46,108,7,4.649666667
100,124,10,16.2905
73,100,3,22.50216667
71,120,3,13.617
70,130,3,15.28233333
51,125,10,15.47383333
52,115,10,22.48383333
50,135,10,15.5875
53,105,10,25.7465
10,109,9,12.36866667
103,119,1,24.33083333
44,90,13,12.22066667
48,50,13,16.3155
49,40,13,18.099
115,13,19,14.41666667
129,86,6,14.51733333
111,53,19,27.14383333
45,80,13,19.9825
114,23,19,32
113,33,19,16.6395
101,139,1,12.2805
128,96,6,8.4555
27,96,2,1.645333333
42,6,2,16.7165
111,125,15,10.45483333
113,105,15,44.39316667
110,63,19,11.19583333
112,115,15,34.36666667
29,76,2,28.51433333
104,109,1,9.026166667
12,77,17,11.65933333
9,107,17,42.095
113,130,7,19.79016667
115,110,7,15.29
28,86,2,23.3265
81,64,23,15.89
82,54,23,14.393
102,129,1,20.84783333
85,24,23,22.64783333
17,27,17,27.92066667
86,14,23,8.6085
3,71,9,27.97216667
1,91,9,22.78816667
14,57,17,5.301166667
9,11,9,21.708
116,100,7,52.955
2,81,9,22.69883333
11,87,17,40.69683333
8,21,9,19.287
114,120,7,30.17833333
83,44,23,16.23166667
13,67,17,20.93916667
110,4,6,20.28533333
112,140,7,19.58766667
84,34,23,13.10566667
18,17,17,8.251833333
112,43,19,24.71283333
6,137,17,17.41816667
107,140,5,11.09366667
109,120,5,22.67983333
132,12,5,14.37266667
131,22,5,21.24483333
15,14,19,19.8585
12,44,19,24.00066667
13,34,19,19.61683333
130,32,5,21.84383333
14,24,19,3.410833333
4,124,19,29.763
10,97,17,5.9185
11,54,19,28.85983333
47,60,13,30.31666667
6,104,19,13.7015
48,108,5,21.4125
46,128,5,14.865
5,114,19,34.2945
45,138,5,13.1575
47,118,5,23.625
136,21,21,21.488
131,71,21,13.55
132,61,21,36.53566667
113,14,22,15.45466667
111,34,22,11.00733333
112,24,22,26.59666667
137,11,21,23.83016667
99,1,15,38.62783333
110,44,22,18.10766667
92,11,19,22.25116667
130,81,21,9.322
90,31,19,25.93666667
32,59,23,18.32883333
30,79,23,19.68116667
130,105,22,13.44666667
33,49,23,30.83783333
34,39,23,9.795
135,31,21,23.38333333
94,42,15,7.970166667
96,22,15,29.94733333
93,52,15,15.44816667
134,41,21,32.54283333
95,32,15,12.63283333
31,69,23,21.30766667
90,82,15,27.42416667
36,19,23,27.69066667
97,12,15,23.48433333
105,1,21,17.0535
59,81,17,16.93583333
73,1,17,16.76883333
125,5,23,15.95683333
58,91,17,16.5165
36,121,7,15.49316667
56,106,12,15.16766667
54,126,12,17
48,124,21,7.594166667
49,114,21,16.65633333
34,141,7,21.55683333
47,134,21,20.425
38,101,7,13.61983333
55,116,12,22.55483333
49,24,13,4.1165
47,44,13,16.462
45,64,13,10.955
92,62,15,30.52733333
44,74,13,12.01683333
42,94,13,5.7815
48,34,13,25.325
49,19,1,24.52966667
45,59,1,14.588
48,29,1,10.5115
41,99,1,30.65
65,86,5,3.536166667
69,46,5,17.17966667
47,39,1,15.50816667
68,56,5,19.0745
67,66,5,10.69633333
44,69,1,19.98916667
66,76,5,15.16283333
35,131,7,12.9495
49,117,16,6.877166667
48,127,16,30.34383333
64,96,5,14.47116667
47,137,16,36.55
111,13,21,7.110833333
110,23,21,33.73333333
42,89,1,8.345833333
37,111,7,27.31383333
69,140,8,32.67383333
40,1,23,12.026
28,61,23,21.23933333
26,81,23,21.11016667
27,71,23,20.448
93,27,17,27.228
90,57,17,9.073166667
91,47,17,20.63816667
22,5,1,14.76916667
94,17,17,23.90666667
25,7,14,8.8385
30,22,7,21.143
31,12,7,31.60033333
130,75,18,16.96033333
135,25,18,4.367833333
132,55,18,20.745
105,5,19,29.4515
133,45,18,26.95133333
136,15,18,36.47716667
131,65,18,31.476
31,19,14,5.165
30,29,14,25.15333333
118,136,2,20.56433333
119,126,2,15.4955
23,65,4,12.79183333
20,95,4,12.1385
27,25,4,17.62016667
22,75,4,10.8215
2,113,9,19.50333333
12,13,9,27.794
24,55,4,13.017
3,103,9,4.450666667
1,123,9,16.3195
25,45,4,13.09683333
11,23,9,33.865
110,125,8,20.93666667
111,115,8,13.10516667
112,105,8,20.17966667
96,124,4,16.81433333
98,104,4,5.965333333
26,35,4,12.327
97,114,4,21.77616667
7,128,0,22.58383333
17,28,0,10.94516667
77,54,15,3.228833333
76,64,15,22.32866667
78,44,15,24.663
12,78,0,8.7895
95,134,4,29.7
73,94,15,11.364
10,98,0,19.23683333
75,74,15,21.77383333
18,128,2,14.31066667
54,121,1,25.056
11,88,0,17.178
19,118,2,16.032
79,34,15,27.5445
55,111,1,8.123666667
14,58,0,18.52033333
21,85,4,20.06033333
56,101,1,23.70216667
13,68,0,8.5685
28,15,4,23.59583333
52,141,1,14.107
6,138,0,4.4285
16,38,0,21.99066667
17,138,2,14.74533333
88,139,13,13.80433333
89,129,13,17.33916667
9,108,0,22.97383333
33,30,1,12.29166667
32,40,1,21.31866667
34,20,1,14.62716667
30,60,1,19.45866667
15,48,0,17.95883333
124,55,17,18.42233333
122,75,17,7.820333333
125,45,17,6.658166667
137,6,3,20.924
128,15,17,23.886
120,95,17,37.16783333
60,106,3,19.2665
121,85,17,28.544
99,141,4,17.87616667
123,65,17,37.98133333
127,25,17,39.04033333
126,35,17,33.85366667
126,11,5,16.17216667
120,71,5,13.95633333
125,21,5,24.48033333
124,31,5,15.75133333
123,41,5,21.7695
97,57,8,23.87816667
98,47,8,39.55783333
93,97,8,30.0355
95,77,8,24.6315
26,33,14,14.87133333
24,53,14,10.91633333
94,87,8,32.78216667
28,13,14,8.598
81,45,16,12.30133333
121,61,5,21.257
99,19,4,25.39333333
93,79,4,10.96516667
82,35,16,16.57666667
25,43,14,25.70733333
82,107,4,17.02366667
95,59,4,14.06116667
83,25,16,37.887
81,117,4,12.49266667
20,93,14,8.88
80,127,4,2.822
80,55,16,25.5725
59,127,0,25.15066667
53,17,18,16.29816667
56,31,21,2.799333333
2,11,6,25.12166667
55,41,21,13.18733333
51,37,18,20.99166667
57,21,21,19.364
125,94,23,12.6225
128,64,23,17.0585
140,4,23,15.46966667
129,54,23,19.6895
23,63,14,29.9945
52,71,21,22.642
127,74,23,20.5095
131,11,7,10.8
130,21,7,24.56433333
58,11,21,6.788333333
27,23,14,26.22766667
52,27,18,35
53,61,21,18.06266667
5,129,21,19.79333333
16,19,21,33.35833333
139,60,9,16.5415
30,108,16,30.4545
14,39,21,14.56116667
136,90,9,24.48733333
15,29,21,5.3715
138,70,9,19.81316667
22,73,14,23.85733333
11,69,21,24.56983333
53,113,17,23.563
52,123,17,17.0965
54,103,17,22.02916667
7,109,21,7.636833333
51,81,21,21.00833333
13,49,21,22.736
123,20,6,29.07783333
122,30,6,6.289166667
121,40,6,4.202666667
4,139,21,11.71383333
65,3,0,22.55266667
30,125,11,23.0235
31,115,11,16.389
32,105,11,35.8955
138,16,19,4.7385
132,76,19,7.575666667
130,96,19,17.92383333
134,56,19,26.3015
12,59,21,5.979666667
136,36,19,24.4315
36,93,15,38.68966667
39,63,15,33
38,73,15,57.9
56,82,7,29.0695
55,92,7,16.51916667
58,62,7,24.17316667
31,118,0,19.9065
30,128,0,2.4765
32,108,0,18.01816667
113,34,10,19.89033333
59,138,0,13.61033333
114,24,10,21.98633333
57,72,7,17.0465
115,14,10,10.47616667
111,54,10,25.34583333
70,2,7,17.77133333
30,71,11,26.08016667
33,41,11,3.399166667
36,11,11,17.08766667
34,31,11,21.94416667
6,119,21,23.82733333
59,52,7,23.0055
110,64,10,25.2725
130,93,6,25.07516667
134,53,6,22.69166667
133,63,6,13.65633333
138,13,6,31.51966667
136,33,6,19.10366667
119,62,5,13.6805
116,92,5,21.376
131,83,6,14.0565
118,72,5,29.00416667
90,20,1,22.54366667
117,82,5,30.33133333
132,73,6,22.71216667
135,43,6,30.94716667
102,40,11,19.283
101,50,11,5.249
79,23,17,24.34633333
73,83,17,21.92983333
77,43,17,8.230166667
76,53,17,42.85716667
100,60,11,18.34216667
44,84,10,14.215
48,44,10,11.55633333
103,30,11,33.19016667
49,34,10,18.8135
78,33,17,10.20683333
47,54,10,29.2795
104,20,11,35.66433333
46,64,10,35.1445
72,93,17,43.83183333
39,101,6,12.10466667
38,111,6,24.547
35,141,6,18.693
37,121,6,18.96316667
45,74,10,12.03883333
36,131,6,17.9325
74,73,17,29.49583333
129,26,10,7.985333333
128,36,10,23.428
79,123,4,9.175166667
125,66,10,4.677666667
36,71,5,7.313833333
77,127,4,26.27783333
126,56,10,25.54816667
34,91,5,14.344
130,18,15,10.8215
135,97,19,6.358666667
139,57,19,10.304
136,87,19,26.13816667
137,77,19,19.3215
122,96,10,3.644833333
39,41,5,18.1625
127,46,10,11.97983333
35,4,6,11.29366667
124,76,10,26.59266667
125,121,0,8.0375
127,101,0,20.84766667
126,111,0,11.563
124,131,0,13.12033333
129,79,0,16.43866667
128,89,0,23.75083333
123,141,0,20.25933333
38,54,18,3.000166667
39,44,18,11.61316667
34,94,18,9.315166667
52,42,13,16.77616667
36,74,18,10.7325
121,130,22,11.53366667
79,19,18,9.534333333
72,89,18,25.27216667
120,140,22,13.68833333
73,79,18,10.345
59,107,12,24.50133333
122,120,22,10.83683333
75,59,18,3.379666667
54,22,13,16.71516667
123,110,22,6.436333333
77,39,18,21.556
97,141,10,26.76133333
99,121,10,30.69033333
57,127,12,20.363
74,69,18,26.82383333
55,12,13,17.2435
56,137,12,27.63133333
35,84,18,14.23416667
78,29,18,29.45183333
53,32,13,27.435
124,100,22,17.65433333
71,99,18,30.38333333
52,26,9,23.092
51,36,9,23.63966667
53,16,9,24.91116667
51,52,13,24.8
16,128,4,18.83516667
15,138,4,15.21666667
17,118,4,17.08733333
18,108,4,26.15733333
45,7,2,21.89733333
58,47,18,2.764333333
56,67,18,21.18966667
54,87,18,23.86116667
45,4,1,18.50866667
55,77,18,26.8785
53,97,18,26.57783333
59,37,18,22.69716667
21,82,21,22.23783333
27,22,21,14.9165
20,92,21,34.68416667
63,132,23,20.07433333
64,122,23,16.51
28,12,21,22.14583333
65,112,23,19.23533333
66,102,23,16.4405
26,32,21,15.51066667
34,126,20,17.12683333
33,136,20,21.3945
36,106,20,9.980166667
25,42,21,15.271
35,116,20,26.919
138,77,6,21.0975
137,87,6,32.5785
139,67,6,22.09666667
23,62,21,8.276
106,93,13,25.65466667
65,7,14,27.14883333
97,106,7,20.8835
95,126,7,34.76716667
59,139,21,2.193166667
107,83,13,19.3805
24,52,21,24.6145
94,136,7,18.76283333
108,73,13,9.219166667
121,3,13,25.8825
22,72,21,18.58383333
9,44,9,25.63883333
4,94,9,18.83216667
114,113,5,32.1775
115,103,5,13.38633333
8,54,9,26.00183333
18,9,10,26.38983333
102,1,8,27.14783333
113,123,5,22.90716667
28,122,1,18.0605
27,132,1,21.024
25,6,21,5.2695
17,1,5,11.8035
26,19,8,28.858
22,59,8,25.7735
24,39,8,22.162
21,69,8,8.311833333
25,29,8,20.84583333
20,79,8,26.64066667
23,49,8,34.71666667
1,124,0,15.531
12,14,0,9.885666667
11,24,0,13.71783333
24,44,16,9.9115
26,24,16,32.2355
20,84,16,37.641
3,104,0,20.33483333
41,76,16,5.443666667
47,16,16,39.72066667
123,129,22,20.5
125,109,22,9.1015
4,23,1,9.298333333
89,67,22,4.301666667
88,77,22,9.170333333
46,26,16,36.31666667
2,43,1,2.469166667
86,97,22,19.36333333
122,139,22,3.6425
27,14,16,18.45816667
124,119,22,12.0965
43,56,16,33.2585
5,13,1,22.55466667
9,5,2,9.7645
139,135,6,21.0215
42,66,16,9.036666667
111,2,1,25.69716667
139,83,22,23.11283333
138,93,22,24.21466667
21,74,16,38.7405
25,34,16,30.28433333
141,92,3,30.86233333
59,39,0,14.8895
53,99,0,13.26983333
45,36,16,14.425
56,69,0,19.647
57,59,0,9.747166667
55,79,0,20.13866667
5,3,18,25.55433333
58,49,0,15.5385
10,109,15,13.97133333
1,124,22,16.79183333
12,14,22,10.57516667
22,64,16,32.34333333
11,24,22,13.861
74,57,11,9.510666667
76,37,11,16.34816667
77,27,11,5.005
71,87,11,23.17916667
23,30,6,9.1035
25,10,6,5.596333333
70,97,11,19.03033333
70,138,11,17.47183333
137,17,17,25.48683333
136,27,17,41.48666667
73,108,11,9.1355
130,87,17,29.63016667
71,128,11,24.6365
132,67,17,19.81766667
72,77,11,24.281
24,20,6,20.5975
115,49,18,16.16866667
121,100,5,20.82516667
5,82,9,16.00583333
112,79,18,2.619333333
111,89,18,10.57616667
4,92,9,36.32383333
49,90,22,4.230666667
118,19,18,23.66916667
72,118,11,33.92216667
36,113,22,27.4405
35,123,22,15.00866667
113,69,18,16.19933333
134,47,17,25.741
21,50,6,13.22633333
114,59,18,31.37416667
78,17,11,14.28633333
23,54,16,29.39566667
115,106,12,4.3205
113,126,12,24.254
114,116,12,12.34183333
116,39,18,32.25083333
20,60,6,25.9975
112,136,12,13.81516667
73,67,11,12.04333333
58,118,19,29.38983333
56,138,19,29.93466667
57,128,19,18.03766667
44,46,16,26.89016667
126,5,22,11.9545
75,47,11,22.605
4,28,2,17.27366667
49,6,5,11.44233333
1,58,2,9.630666667
22,40,6,19.95116667
5,18,2,17.16116667
2,48,2,13.22516667
59,108,19,18.61066667
3,38,2,19.40833333
3,104,22,20.19083333
36,125,3,6.197333333
42,67,11,7.8525
44,47,11,12.643
38,105,3,24.60366667
43,57,11,23.33466667
9,136,7,22.825
47,17,11,16.26133333
18,46,7,31.04716667
40,87,11,29.83716667
14,86,7,14.50666667
41,77,11,21.41516667
131,77,17,30.30283333
19,36,7,29.481
45,37,11,21.06133333
16,66,7,30.65833333
19,108,3,3.874166667
16,138,3,4.403
18,118,3,11.64866667
133,57,17,37.63033333
130,106,9,12.69333333
17,128,3,16.35983333
13,96,7,30.84516667
17,56,7,27.8535
24,12,21,11.26866667
22,32,21,33.104
40,86,16,37.85283333
23,22,21,27.94483333
19,9,11,10.143
20,52,21,19.0435
37,108,11,7.25
79,88,8,39.177
35,128,11,25.5995
37,132,8,24.03266667
36,118,11,27.17033333
67,127,5,2.628
38,122,8,12.39266667
81,93,1,16.89166667
82,83,1,11.82183333
92,113,4,26.725
87,33,1,7.3585
124,11,9,14.208
124,107,15,13.27866667
74,115,18,6.691666667
75,105,18,27.57483333
123,117,15,41.40483333
83,73,1,16.30716667
31,81,9,25.28133333
34,138,11,22.8495
73,125,18,13.04283333
32,71,9,22.8345
88,23,1,27.70883333
91,123,4,3.906166667
39,112,8,33.70933333
21,42,21,36.744
51,42,12,11.16883333
52,32,12,16.84133333
93,103,4,29.148
53,22,12,16.4635
54,12,12,11.8545
121,137,15,26.90466667
84,63,1,5.606833333
122,31,9,22.82016667
118,139,7,5.245166667
119,129,7,13.519
122,127,15,35.28683333
86,43,1,8.891166667
121,41,9,27.6295
36,31,9,21.898
124,35,1,19.0425
123,45,1,7.500833333
38,11,9,31.33483333
102,122,4,12.415
104,102,4,4.244166667
110,125,16,22.4405
111,115,16,14.90083333
112,105,16,19.94916667
125,25,1,10.339
35,41,9,9.943333333
59,94,7,36.325
101,132,4,27.3215
122,55,1,16.438
120,75,1,17.21066667
121,65,1,19.86733333
30,91,9,24.83266667
89,13,1,9.9045
126,15,1,21.84516667
1,18,2,17.2385
66,17,2,7.431166667
60,77,2,9.729
62,57,2,14.19083333
65,27,2,4.0085
21,93,7,22.7975
28,23,7,25.31266667
63,47,2,13.51666667
22,83,7,35.23083333
85,53,1,21.457
24,63,7,24.098
29,13,7,46.866
126,6,13,13.61333333
27,33,7,21.5135
14,17,7,13.7465
10,57,7,29.47983333
56,123,3,5.6225
57,113,3,17.17916667
11,47,7,10.05916667
25,53,7,27.23033333
58,103,3,25.35633333
12,37,7,28.43333333
84,31,14,10.83266667
90,111,0,14.4485
91,101,0,23.0195
85,21,14,23.54716667
119,94,4,19.26083333
134,4,4,28.78333333
83,41,14,10.48333333
5,107,7,27.28866667
86,11,14,34.9965
120,28,23,18.0185
121,18,23,13.68166667
81,61,14,17.25166667
82,51,14,37.53016667
80,71,14,27.67216667
34,51,9,21.0055
26,43,7,17.41666667
23,73,7,32.41233333
119,124,8,16.6055
118,134,8,30.82066667
126,36,10,12.97666667
80,20,2,18.276
81,10,2,14.355
124,56,10,20.872
109,126,19,10.731
108,136,19,2.886333333
120,96,10,17.41516667
125,46,10,23.44416667
121,86,10,31.29616667
127,26,10,26.28616667
